PomBase:SPAC212.08c	UniProtKB:Q9HGP7
PomBase:SPAC25H1.09	UniProtKB:O14154
PomBase:SPAC4A8.02c	UniProtKB:O14155
PomBase:SPAC4A8.05c	UniProtKB:O14157
PomBase:SPAC4A8.07c	UniProtKB:O14159
PomBase:SPAC4A8.08c	UniProtKB:O14160
PomBase:SPAC4A8.10	UniProtKB:O14162
PomBase:SPAC4A8.16c	UniProtKB:O14164
PomBase:SPAC823.02	UniProtKB:O13886
PomBase:SPAC823.03	UniProtKB:Q9P6P3
PomBase:SPAC823.05c	UniProtKB:Q9P6P1
PomBase:SPAC823.06	UniProtKB:Q9P6P0
PomBase:SPAC823.07	UniProtKB:Q9P6N9
PomBase:SPAC823.11	UniProtKB:Q9P6N5
PomBase:SPAC823.12	UniProtKB:Q9P6N4
PomBase:SPAC823.13c	UniProtKB:Q9P6N3
PomBase:SPAC823.15	UniProtKB:P23635
PomBase:SPAC7D4.11c	UniProtKB:O14266
PomBase:SPAC7D4.10	UniProtKB:O14265
PomBase:SPAC7D4.15c	UniProtKB:Q96VG2
PomBase:SPAC7D4.08	UniProtKB:O14263
PomBase:SPAC7D4.07c	UniProtKB:O14463
PomBase:SPAC7D4.06c	UniProtKB:Q9Y7I4
PomBase:SPAC7D4.05	UniProtKB:O14262
PomBase:SPAC7D4.03c	UniProtKB:O14260
PomBase:SPAC7D4.02c	UniProtKB:O14259
PomBase:SPAC4F8.15	UniProtKB:Q9UU75
PomBase:SPAC4F8.15	UniProtKB:Q10286
PomBase:SPAC4F8.11	UniProtKB:O14186
PomBase:SPAC4F8.10c	UniProtKB:O14185
PomBase:SPAC4F8.08	UniProtKB:O14183
PomBase:SPAC4F8.05c	UniProtKB:O14181
PomBase:SPAC4F8.03	UniProtKB:O14179
PomBase:SPAC4F8.02c	UniProtKB:O14178
PomBase:SPAC4F8.01	UniProtKB:O14177
PomBase:SPAC644.04	UniProtKB:Q9P6Q6
PomBase:SPAC644.05c	UniProtKB:Q9P6Q5
PomBase:SPAC644.08	UniProtKB:Q9P6Q2
PomBase:SPAC644.09	UniProtKB:Q9P6Q1
PomBase:SPAC644.11c	UniProtKB:Q9P6P9
PomBase:SPAC644.12	UniProtKB:P39964
PomBase:SPAC644.14c	UniProtKB:P36601
PomBase:SPAC644.15	UniProtKB:P17476
PomBase:SPAC644.16	UniProtKB:Q9P6P7
PomBase:SPAC644.18c	UniProtKB:Q9P6P5
PomBase:SPAPB2B4.02	UniProtKB:Q9HDW8
PomBase:SPAPB2B4.03	UniProtKB:P36630
PomBase:SPAPB2B4.04c	UniProtKB:Q9UTX0
PomBase:SPAPB2B4.04c	UniProtKB:Q9HDW7
PomBase:SPAPB2B4.06	UniProtKB:Q9HDW5
PomBase:SPAPB2B4.07	UniProtKB:Q9HDW4
PomBase:SPAC6F6.04c	UniProtKB:O14237
PomBase:SPAC6F6.06c	UniProtKB:O14239
PomBase:SPAC6F6.09	UniProtKB:O14240
PomBase:SPAC6F6.10c	UniProtKB:O14241
PomBase:SPAC6F6.19	UniProtKB:C6Y4A5
PomBase:SPAC6F6.15	UniProtKB:P36586
PomBase:SPAC1805.01c	UniProtKB:Q9UTH3
PomBase:SPAC1805.02c	UniProtKB:Q9UTH2
PomBase:SPAC1805.04	UniProtKB:Q9UTH0
PomBase:SPAC1805.08	UniProtKB:Q9UTS6
PomBase:SPAC1805.13	UniProtKB:O94238
PomBase:SPAC1805.15c	UniProtKB:Q9UTG2
PomBase:SPAC1805.16c	UniProtKB:Q9UTG1
PomBase:SPAC1B2.02c	UniProtKB:Q9UTF8
PomBase:SPAC3F10.03	UniProtKB:Q10179
PomBase:SPAC3F10.04	UniProtKB:P35669
PomBase:SPAC3F10.07c	UniProtKB:Q10182
PomBase:SPAC3F10.08c	UniProtKB:Q10183
PomBase:SPAC3F10.15c	UniProtKB:Q10189
PomBase:SPAC3F10.16c	UniProtKB:Q10190
PomBase:SPAC3F10.18c	UniProtKB:Q9Y710
PomBase:SPAC8F11.02c	UniProtKB:Q9UT33
PomBase:SPAC8F11.03	UniProtKB:P26359
PomBase:SPAC8F11.04	UniProtKB:Q9UT32
PomBase:SPAC8F11.06	UniProtKB:Q9UT30
PomBase:SPAC8F11.08c	UniProtKB:Q9UT29
PomBase:SPAC8F11.10c	UniProtKB:Q9UT27
PomBase:SPACUNK4.14	UniProtKB:O14079
PomBase:SPACUNK4.13c	UniProtKB:O14078
PomBase:SPACUNK4.12c	UniProtKB:O14077
PomBase:SPACUNK4.11c	UniProtKB:O14076
PomBase:SPACUNK4.06c	UniProtKB:O14459
PomBase:SPAC513.04	UniProtKB:Q9UT62
PomBase:SPAC513.05	UniProtKB:Q9UT61
PomBase:SPAC513.06c	UniProtKB:Q9UT60
PomBase:SPAC2E1P3.01	UniProtKB:Q9P7F4
PomBase:SPAC2E1P3.03c	UniProtKB:Q9UTF1
PomBase:SPAC2E1P3.04	UniProtKB:Q9P7F2
PomBase:SPAPB2C8.01	UniProtKB:Q9C0Y2
PomBase:SPAPB24D3.04c	UniProtKB:Q92383
PomBase:SPAPB24D3.06c	UniProtKB:Q9C0Y8
PomBase:SPAPB24D3.08c	UniProtKB:Q9C0Y6
PomBase:SPAPB24D3.10c	UniProtKB:Q9C0Y4
PomBase:SPAPB1A11.04c	UniProtKB:Q9HDX1
PomBase:SPAC31G5.01	UniProtKB:O14102
PomBase:SPAC31G5.02	UniProtKB:O14103
PomBase:SPAC31G5.03	UniProtKB:P79013
PomBase:SPAC31G5.04	UniProtKB:O14104
PomBase:SPAC31G5.05c	UniProtKB:O14105
PomBase:SPAC31G5.07	UniProtKB:O14107
PomBase:SPAC31G5.09c	UniProtKB:P27638
PomBase:SPAC31G5.10	UniProtKB:Q1L858
PomBase:SPAC31G5.10	UniProtKB:O14108
PomBase:SPAC31G5.12c	UniProtKB:O14109
PomBase:SPAC31G5.21	UniProtKB:Q92363
PomBase:SPAC31G5.13	UniProtKB:P41878
PomBase:SPAC31G5.14	UniProtKB:O14110
PomBase:SPAC31G5.15	UniProtKB:O14111
PomBase:SPAC31G5.16c	UniProtKB:O14466
PomBase:SPAC31G5.18c	UniProtKB:O14113
PomBase:SPAC31G5.19	UniProtKB:O14114
PomBase:SPAC1786.01c	UniProtKB:O14115
PomBase:SPAC1786.02	UniProtKB:Q9UTH5
PomBase:SPAC1786.03	UniProtKB:O13961
PomBase:SPAC24C9.16c	UniProtKB:Q9P4W1
PomBase:SPAC24C9.04	UniProtKB:O13964
PomBase:SPAC24C9.07c	UniProtKB:O13967
PomBase:SPAC24C9.08	UniProtKB:O13968
PomBase:SPAC24C9.11	UniProtKB:O13971
PomBase:SPAC24C9.13c	UniProtKB:O13973
PomBase:SPAC24C9.14	UniProtKB:O13974
PomBase:SPAC24C9.15c	UniProtKB:P48010
PomBase:SPAC16A10.02	UniProtKB:P87294
PomBase:SPAC16A10.07c	UniProtKB:P79005
PomBase:SPAC16A10.08c	UniProtKB:P87299
PomBase:SPAC589.03c	UniProtKB:Q9HE01
PomBase:SPAC589.04	UniProtKB:Q9HE00
PomBase:SPAC589.05c	UniProtKB:Q9HDZ9
PomBase:SPAC589.06c	UniProtKB:Q9HDZ8
PomBase:SPAC589.12	UniProtKB:Q9HDZ2
PomBase:SPAC688.03c	UniProtKB:Q9P6M2
PomBase:SPAC688.06c	UniProtKB:Q9P6M0
PomBase:SPAC688.09	UniProtKB:Q9P6L7
PomBase:SPAC688.10	UniProtKB:Q9P6L6
PomBase:SPAC688.12c	UniProtKB:Q9P6L4
PomBase:SPAC688.14	UniProtKB:Q9P6L2
PomBase:SPAC3G9.13c	UniProtKB:O42875
PomBase:SPAC3G9.11c	UniProtKB:O42873
PomBase:SPAC3G9.10c	UniProtKB:O42872
PomBase:SPAC3G9.09c	UniProtKB:P56286
PomBase:SPAC3G9.07c	UniProtKB:O13298
PomBase:SPAC3G9.04	UniProtKB:O42868
PomBase:SPAC3G9.03	UniProtKB:O42867
PomBase:SPAC1486.03c	UniProtKB:Q9UTK6
PomBase:SPAC1486.04c	UniProtKB:Q9UTK5
PomBase:SPAC1486.05	UniProtKB:Q9UTK4
PomBase:SPAC1486.07c	UniProtKB:Q9UTK2
PomBase:SPAC1486.08	UniProtKB:Q9UTK1
PomBase:SPAC6G10.02c	UniProtKB:O14248
PomBase:SPAC6G10.05c	UniProtKB:O14251
PomBase:SPAC6G10.06	UniProtKB:O14252
PomBase:SPAC6G10.07	UniProtKB:O14253
PomBase:SPAC6G10.08	UniProtKB:O14254
PomBase:SPAC6G10.10c	UniProtKB:O14256
PomBase:SPAC6G10.12c	UniProtKB:O14258
PomBase:SPAC6G9.02c	UniProtKB:Q92347
PomBase:SPAC6G9.04	UniProtKB:Q92349
PomBase:SPAC6G9.05	UniProtKB:Q92350
PomBase:SPAC6G9.06c	UniProtKB:Q92351
PomBase:SPAC6G9.07c	UniProtKB:Q92352
PomBase:SPAC6G9.09c	UniProtKB:Q92354
PomBase:SPAC6G9.11	UniProtKB:Q92356
PomBase:SPAC6G9.12	UniProtKB:Q92357
PomBase:SPAC6G9.13c	UniProtKB:Q92358
PomBase:SPAC6G9.14	UniProtKB:Q92359
PomBase:SPAC6G9.15c	UniProtKB:Q92360
PomBase:SPAPB1E7.02c	UniProtKB:Q9C107
PomBase:SPAPB1E7.05	UniProtKB:Q9C104
PomBase:SPAPB1E7.10	UniProtKB:Q9C0Z9
PomBase:SPAPB1E7.12	UniProtKB:Q9C0Z7
PomBase:SPAC2E1P5.03	UniProtKB:Q9P7C1
PomBase:SPAC2E1P5.04c	UniProtKB:P32434
PomBase:SPAC2E1P5.05	UniProtKB:Q9P7C0
PomBase:SPAC26A3.01	UniProtKB:P32834
PomBase:SPAC26A3.05	UniProtKB:Q10161
PomBase:SPAC26A3.08	UniProtKB:Q10163
PomBase:SPAC26A3.09c	UniProtKB:Q10164
PomBase:SPAC26A3.10	UniProtKB:Q10165
PomBase:SPAC26A3.12c	UniProtKB:P40848
PomBase:SPAC26A3.11	UniProtKB:Q10166
PomBase:SPAC26A3.17c	UniProtKB:Q10170
PomBase:SPAC8E11.06	UniProtKB:O42883
PomBase:SPAC8E11.05c	UniProtKB:O42882
PomBase:SPAC8E11.03c	UniProtKB:O42634
PomBase:SPAC8E11.02c	UniProtKB:P42656
PomBase:SPAC959.02	UniProtKB:Q9P4X4
PomBase:SPAC959.03c	UniProtKB:Q9P4X3
PomBase:SPAC959.04c	UniProtKB:Q9P4X2
PomBase:SPAC959.10	UniProtKB:Q7LKV3
PomBase:SPAC959.05c	UniProtKB:Q9P4X1
PomBase:SPAC959.07	UniProtKB:O14378
PomBase:SPAC959.07	UniProtKB:Q9P4W9
PomBase:SPAC959.08	UniProtKB:O42706
PomBase:SPAC959.09c	UniProtKB:Q9P4W7
PomBase:SPAC3H5.09c	UniProtKB:Q6LA55
PomBase:SPAC3H5.06c	UniProtKB:Q9UTY1
PomBase:SPAC3H5.06c	UniProtKB:P28040
PomBase:SPAC3H5.04	UniProtKB:Q6LA53
PomBase:SPAC3H5.05c	UniProtKB:O14150
PomBase:SPAC3A11.14c	UniProtKB:Q92376
PomBase:SPAC3A11.13	UniProtKB:O14450
PomBase:SPAC3A11.12c	UniProtKB:O14126
PomBase:SPAC3A11.11c	UniProtKB:O14125
PomBase:SPAC3A11.09	UniProtKB:O14123
PomBase:SPAC3A11.04	UniProtKB:O14119
PomBase:SPAC328.01c	UniProtKB:O14116
PomBase:SPAC328.02	UniProtKB:Q9P3U4
PomBase:SPAC328.03	UniProtKB:P40387
PomBase:SPAC328.04	UniProtKB:Q9P3U2
PomBase:SPAC328.05	UniProtKB:Q9P3U1
PomBase:SPAC328.06	UniProtKB:Q9P3U0
PomBase:SPAC328.10c	UniProtKB:Q9P3T6
PomBase:SPAC16E8.01	UniProtKB:O13736
PomBase:SPAC16E8.02	UniProtKB:O13737
PomBase:SPAC16E8.03	UniProtKB:O13738
PomBase:SPAC16E8.04c	UniProtKB:O13739
PomBase:SPAC16E8.09	UniProtKB:P40995
PomBase:SPAC16E8.12c	UniProtKB:Q9C117
PomBase:SPAC16E8.13	UniProtKB:O13747
PomBase:SPAC16E8.14c	UniProtKB:O13748
PomBase:SPAC1B1.01	UniProtKB:O13862
PomBase:SPAC1B1.04c	UniProtKB:O13865
PomBase:SPAC17A2.01	UniProtKB:P33532
PomBase:SPAC17A2.04c	UniProtKB:O13754
PomBase:SPAC17A2.08c	UniProtKB:O13758
PomBase:SPAC17A2.09c	UniProtKB:O13759
PomBase:SPAC17A2.10c	UniProtKB:O13760
PomBase:SPAC17A2.14	UniProtKB:O13779
PomBase:SPAC17G6.03	UniProtKB:O13781
PomBase:SPAC17G6.04c	UniProtKB:O13782
PomBase:SPAC17G6.05c	UniProtKB:O13783
PomBase:SPAC17G6.06	UniProtKB:O13784
PomBase:SPAC17G6.08	UniProtKB:O13786
PomBase:SPAC17G6.14c	UniProtKB:O13792
PomBase:SPAC17G6.15c	UniProtKB:O13793
PomBase:SPAC17G6.16c	UniProtKB:O13794
PomBase:SPAC17G6.17	UniProtKB:O13795
PomBase:SPAC1142.03c	UniProtKB:Q10668
PomBase:SPAC1142.06	UniProtKB:Q9P7F8
PomBase:SPAC1142.09	UniProtKB:Q9P7F5
PomBase:SPAC8C9.04	UniProtKB:O14273
PomBase:SPAC8C9.05	UniProtKB:O14274
PomBase:SPAC8C9.09c	UniProtKB:O14278
PomBase:SPAC8C9.10c	UniProtKB:O14279
PomBase:SPAC8C9.15c	UniProtKB:P56287
PomBase:SPAC8C9.16c	UniProtKB:O14284
PomBase:SPAC15A10.01	UniProtKB:O14286
PomBase:SPAC15A10.02	UniProtKB:O13722
PomBase:SPAC15A10.03c	UniProtKB:P41410
PomBase:SPAC15A10.04c	UniProtKB:O13724
PomBase:SPAC15A10.05c	UniProtKB:O13725
PomBase:SPAC15A10.09c	UniProtKB:O13729
PomBase:SPAC15A10.11	UniProtKB:O13731
PomBase:SPAC15A10.12c	UniProtKB:O13732
PomBase:SPAC15A10.13	UniProtKB:O13733
PomBase:SPAC15E1.03	UniProtKB:Q9UTI8
PomBase:SPAC15E1.04	UniProtKB:Q9UTI7
PomBase:SPAC15E1.05c	UniProtKB:P78849
PomBase:SPAC15E1.05c	UniProtKB:Q9UTI6
PomBase:SPAC15E1.09	UniProtKB:Q9UTI2
PomBase:SPAC15E1.10	UniProtKB:Q9UTI1
PomBase:SPAP7G5.03	UniProtKB:Q9P771
PomBase:SPAP7G5.06	UniProtKB:Q9P768
PomBase:SPAP4C9.02	UniProtKB:C6Y4A7
PomBase:SPAC1556.01c	UniProtKB:Q9UTJ8
PomBase:SPAC1556.02c	UniProtKB:Q9UTJ7
PomBase:SPAC1556.03	UniProtKB:Q09189
PomBase:SPAC1556.04c	UniProtKB:Q09190
PomBase:SPAC1556.06	UniProtKB:Q9UTJ3
PomBase:SPAC1556.07	UniProtKB:Q9UTJ2
PomBase:SPAC1556.08c	UniProtKB:Q10343
PomBase:SPAC1F12.02c	UniProtKB:Q10344
PomBase:SPAC1F12.05	UniProtKB:Q10347
PomBase:SPAC1F12.06c	UniProtKB:Q10348
PomBase:SPAC1F12.07	UniProtKB:Q10349
PomBase:SPAC1F12.09	UniProtKB:Q10351
PomBase:SPAC4H3.01	UniProtKB:Q10209
PomBase:SPAC4H3.03c	UniProtKB:Q10211
PomBase:SPAC4H3.05	UniProtKB:Q10213
PomBase:SPAC4H3.10c	UniProtKB:Q10208
PomBase:SPAC4H3.13	UniProtKB:Q10220
PomBase:SPAC4H3.14c	UniProtKB:Q10221
PomBase:SPAC1071.04c	UniProtKB:Q9UTQ9
PomBase:SPAC1071.07c	UniProtKB:Q9UTQ6
PomBase:SPAC1071.11	UniProtKB:Q9UTQ4
PomBase:SPAC926.02	UniProtKB:Q9UUG6
PomBase:SPAC926.03	UniProtKB:Q9UUG5
PomBase:SPAC323.06c	UniProtKB:Q9UT93
PomBase:SPAC323.07c	UniProtKB:Q9UT92
PomBase:SPAC2F3.17c	UniProtKB:Q9UUI1
PomBase:SPAC2F3.02	UniProtKB:O14085
PomBase:SPAC2F3.03c	UniProtKB:O14086
PomBase:SPAC2F3.04c	UniProtKB:O14087
PomBase:SPAC2F3.06c	UniProtKB:O14089
PomBase:SPAC2F3.08	UniProtKB:O14091
PomBase:SPAC2F3.07c	UniProtKB:O14090
PomBase:SPAC2F3.09	UniProtKB:O14092
PomBase:SPAC2F3.18c	UniProtKB:Q8NIQ1
PomBase:SPAC2F3.10	UniProtKB:O14093
PomBase:SPAC2F3.11	UniProtKB:O14094
PomBase:SPAC2F3.15	UniProtKB:O14098
PomBase:SPAC2F3.16	UniProtKB:O14099
PomBase:SPAC11G7.01	UniProtKB:O13695
PomBase:SPAC11G7.03	UniProtKB:O13696
PomBase:SPAC11G7.06c	UniProtKB:O13699
PomBase:SPAPB18E9.01	UniProtKB:Q8TFG7
PomBase:SPAPB15E9.02c	UniProtKB:Q8TFG8
PomBase:SPAC27E2.01	UniProtKB:O13996
PomBase:SPAC27E2.02	UniProtKB:O13997
PomBase:SPAC27E2.12	UniProtKB:Q2EEM0
PomBase:SPAC27E2.05	UniProtKB:P87324
PomBase:SPAC27E2.07	UniProtKB:O14001
PomBase:SPAC27E2.08	UniProtKB:Q9UTF1
PomBase:SPAC27E2.09	UniProtKB:O14002
PomBase:SPAC27E2.10c	UniProtKB:O14003
PomBase:SPAPJ698.02c	UniProtKB:Q9P546
PomBase:SPAPJ698.03c	UniProtKB:Q9UTT2
PomBase:SPAC19G12.03	UniProtKB:O13842
PomBase:SPAC19G12.05	UniProtKB:O13844
PomBase:SPAC19G12.07c	UniProtKB:O13845
PomBase:SPAC19G12.09	UniProtKB:O13848
PomBase:SPAC19G12.13c	UniProtKB:O13852
PomBase:SPAC23A1.02c	UniProtKB:O42841
PomBase:SPAC23A1.03	UniProtKB:O42842
PomBase:SPAC23A1.05	UniProtKB:O42843
PomBase:SPAC23A1.10	UniProtKB:A8DNH7
PomBase:SPAC23A1.10	UniProtKB:A9QAE1
PomBase:SPAC23A1.10	UniProtKB:A9QGZ7
PomBase:SPAC23A1.10	UniProtKB:O14372
PomBase:SPAC23A1.10	UniProtKB:O14441
PomBase:SPAC23A1.10	UniProtKB:Q10119
PomBase:SPAC23A1.14c	UniProtKB:O42851
PomBase:SPAC23A1.15c	UniProtKB:O42852
PomBase:SPAC26H5.02c	UniProtKB:O13984
PomBase:SPAC26H5.05	UniProtKB:O13987
PomBase:SPAC26H5.08c	UniProtKB:O13990
PomBase:SPAC26H5.09c	UniProtKB:O13991
PomBase:SPAC26H5.11	UniProtKB:O13992
PomBase:SPAC26H5.12	UniProtKB:O13993
PomBase:SPAC25B8.02	UniProtKB:Q9UTB6
PomBase:SPAC25B8.03	UniProtKB:Q9UTB5
PomBase:SPAC25B8.04c	UniProtKB:Q9UTB4
PomBase:SPAC25B8.06c	UniProtKB:Q9UTB2
PomBase:SPAC25B8.08	UniProtKB:Q9UTB0
PomBase:SPAC25B8.11	UniProtKB:Q9UTA7
PomBase:SPAC25B8.12c	UniProtKB:Q9UTA6
PomBase:SPAC25B8.13c	UniProtKB:P40902
PomBase:SPAC25B8.16	UniProtKB:Q9UTA4
PomBase:SPAC683.03	UniProtKB:Q96VG3
PomBase:SPAC694.02	UniProtKB:Q9P7T8
PomBase:SPAC694.04c	UniProtKB:Q9P7T6
PomBase:SPAC694.06c	UniProtKB:Q9P7T4
PomBase:SPAC1F7.01c	UniProtKB:Q09915
PomBase:SPAC1F7.02c	UniProtKB:Q09916
PomBase:SPAC1F7.04	UniProtKB:Q09914
PomBase:SPAC1F7.06	UniProtKB:Q09918
PomBase:SPAC1F7.07c	UniProtKB:Q09919
PomBase:SPAC1F7.08	UniProtKB:Q09920
PomBase:SPAC1F7.10	UniProtKB:Q09921
PomBase:SPAC1F7.12	UniProtKB:Q09923
PomBase:SPAC21E11.04	UniProtKB:Q09927
PomBase:SPAC21E11.08	UniProtKB:Q09925
PomBase:SPAC2C4.03c	UniProtKB:O14036
PomBase:SPAC2C4.05	UniProtKB:Q9UU34
PomBase:SPAC2C4.05	UniProtKB:O14038
PomBase:SPAC2C4.08	UniProtKB:O14041
PomBase:SPAC2C4.09	UniProtKB:O14042
PomBase:SPAC2C4.10c	UniProtKB:O14043
PomBase:SPAC2C4.12c	UniProtKB:O14045
PomBase:SPAC2C4.13	UniProtKB:O14046
PomBase:SPAC2C4.15c	UniProtKB:O14048
PomBase:SPAC2C4.16c	UniProtKB:O14049
PomBase:SPAC25G10.01	UniProtKB:Q10422
PomBase:SPAC25G10.03	UniProtKB:Q10424
PomBase:SPAC25G10.06	UniProtKB:Q10421
PomBase:SPAC25G10.07c	UniProtKB:P24339
PomBase:SPAC25G10.08	UniProtKB:Q10425
PomBase:SPAC27F1.03c	UniProtKB:Q10171
PomBase:SPAC27F1.04c	UniProtKB:Q10173
PomBase:SPAC27F1.05c	UniProtKB:Q10174
PomBase:SPAC27F1.08	UniProtKB:Q10177
PomBase:SPAC27F1.09c	UniProtKB:Q9USE7
PomBase:SPAC27F1.09c	UniProtKB:Q10178
PomBase:SPAC23D3.01	UniProtKB:Q09842
PomBase:SPAC23D3.03c	UniProtKB:Q09844
PomBase:SPAC23D3.04c	UniProtKB:Q09845
PomBase:SPAC23D3.06c	UniProtKB:Q09847
PomBase:SPAC23D3.11	UniProtKB:Q09851
PomBase:SPAC23D3.16	UniProtKB:C6Y4A8
PomBase:SPAC23D3.13c	UniProtKB:Q09853
PomBase:SPAC23D3.14c	UniProtKB:Q09840
PomBase:SPAC1527.03	UniProtKB:Q9P6K0
PomBase:SPAC30.01c	UniProtKB:Q9P7V5
PomBase:SPAC30.03c	UniProtKB:Q9P7V3
PomBase:SPAC29E6.08	UniProtKB:P17871
PomBase:SPAC29E6.09	UniProtKB:Q09862
PomBase:SPAC29E6.10c	UniProtKB:Q09863
PomBase:SPAC16.01	UniProtKB:Q10133
PomBase:SPAC16.02c	UniProtKB:P78814
PomBase:SPAC16.03c	UniProtKB:Q9UTI0
PomBase:SPAC9E9.17c	UniProtKB:Q9UT14
PomBase:SPAC9E9.05	UniProtKB:O14291
PomBase:SPAC9E9.07c	UniProtKB:P17609
PomBase:SPAC9E9.08	UniProtKB:P36632
PomBase:SPAC9E9.09c	UniProtKB:O14293
PomBase:SPAC9E9.10c	UniProtKB:O14423
PomBase:SPAC9E9.11	UniProtKB:O14295
PomBase:SPAC9E9.12c	UniProtKB:Q92337
PomBase:SPAC9E9.14	UniProtKB:O14296
PomBase:SPAC17C9.15c	UniProtKB:Q10486
PomBase:SPAC17C9.14	UniProtKB:Q10485
PomBase:SPAC17C9.13c	UniProtKB:P38937
PomBase:SPAC17C9.10	UniProtKB:Q10482
PomBase:SPAC17C9.08	UniProtKB:Q10480
PomBase:SPAC17C9.07	UniProtKB:Q10479
PomBase:SPAC17C9.03	UniProtKB:Q10475
PomBase:SPAC17C9.02c	UniProtKB:Q10474
PomBase:SPAC17C9.01c	UniProtKB:P10505
PomBase:SPAC27D7.04	UniProtKB:O42658
PomBase:SPAC27D7.05c	UniProtKB:O42659
PomBase:SPAC27D7.07c	UniProtKB:O42661
PomBase:SPAC27D7.11c	UniProtKB:O42665
PomBase:SPAC27D7.12c	UniProtKB:O42666
PomBase:SPAC27D7.13c	UniProtKB:O42667
PomBase:SPAC637.05c	UniProtKB:P31411
PomBase:SPAC637.06	UniProtKB:P78817
PomBase:SPAC637.08	UniProtKB:O94442
PomBase:SPAC637.11	UniProtKB:O94445
PomBase:SPAC31F12.01	UniProtKB:O14100
PomBase:SPAC12B10.05	UniProtKB:Q10439
PomBase:SPAC12B10.08c	UniProtKB:Q10441
PomBase:SPAC12B10.10	UniProtKB:Q10443
PomBase:SPAC12B10.11	UniProtKB:Q10444
PomBase:SPAC12B10.13	UniProtKB:Q10446
PomBase:SPAC12B10.15c	UniProtKB:Q10448
PomBase:SPAC12B10.16c	UniProtKB:Q10449
PomBase:SPAC1093.01	UniProtKB:Q10451
PomBase:SPAC1093.02	UniProtKB:Q9UTQ1
PomBase:SPAC1093.05	UniProtKB:Q9UTP9
PomBase:SPAC1093.06c	UniProtKB:O13290
PomBase:SPAC30C2.03	UniProtKB:Q9P6K8
PomBase:SPAC30C2.05	UniProtKB:Q9P6K6
PomBase:SPAC30C2.07	UniProtKB:Q9P6K4
PomBase:SPAC144.03	UniProtKB:Q02787
PomBase:SPAC144.04c	UniProtKB:P78829
PomBase:SPAC144.04c	UniProtKB:Q9UQW9
PomBase:SPAC144.05	UniProtKB:Q9UTL9
PomBase:SPAC144.06	UniProtKB:Q9UTL8
PomBase:SPAC144.07c	UniProtKB:Q9UTL7
PomBase:SPAC144.11	UniProtKB:P79013
PomBase:SPAC144.12	UniProtKB:Q9UTL3
PomBase:SPAC144.13c	UniProtKB:O13286
PomBase:SPAC144.15c	UniProtKB:Q9UTL1
PomBase:SPAC144.17c	UniProtKB:Q9UTK9
PomBase:SPAC144.16	UniProtKB:Q9UTL0
PomBase:SPAC1834.01	UniProtKB:P79063
PomBase:SPAC1834.04	UniProtKB:P09988
PomBase:SPAC1834.04	UniProtKB:P10651
PomBase:SPAC1834.08	UniProtKB:Q9P7Q7
PomBase:SPAC1834.09	UniProtKB:Q9P7Q6
PomBase:SPAC1834.10c	UniProtKB:Q9P7Q5
PomBase:SPAC17D4.01	UniProtKB:P78798
PomBase:SPAC17D4.02	UniProtKB:O74113
PomBase:SPAC17D4.04	UniProtKB:Q9HGQ2
PomBase:SPAC458.03	UniProtKB:Q9P3W5
PomBase:SPAC458.04c	UniProtKB:Q9P3W4
PomBase:SPAC458.05	UniProtKB:P50520
PomBase:SPAPYUG7.02c	UniProtKB:Q8X1T1
PomBase:SPAPYUG7.02c	UniProtKB:Q9P7Y9
PomBase:SPAPYUG7.03c	UniProtKB:Q9P7Y8
PomBase:SPAPYUG7.06	UniProtKB:Q8X1T0
PomBase:SPAC1782.01	UniProtKB:Q9P7H8
PomBase:SPAC1782.02c	UniProtKB:Q9P7H7
PomBase:SPAC1782.05	UniProtKB:Q9P7H4
PomBase:SPAC1782.12c	UniProtKB:Q9P7G8
PomBase:SPAC1782.11	UniProtKB:Q9P7G9
PomBase:SPAC11H11.02c	UniProtKB:Q9UTP5
PomBase:SPAC11H11.01	UniProtKB:Q7Z992
PomBase:SPAC11H11.04	UniProtKB:Q00619
PomBase:SPAC22F8.06	UniProtKB:Q9UQY2
PomBase:SPAC22F8.07c	UniProtKB:Q9UUI6
PomBase:SPAC22F8.09	UniProtKB:Q9UUI4
PomBase:SPAC20G4.06c	UniProtKB:P78929
PomBase:SPAC20G4.08	UniProtKB:O13892
PomBase:SPAC4F10.03c	UniProtKB:O36015
PomBase:SPAC4F10.04	UniProtKB:O36016
PomBase:SPAC4F10.06	UniProtKB:O36018
PomBase:SPAC4F10.08	UniProtKB:O36020
PomBase:SPAC4F10.11	UniProtKB:O36023
PomBase:SPAC4F10.13c	UniProtKB:O36025
PomBase:SPAC4F10.15c	UniProtKB:O36027
PomBase:SPAC4F10.16c	UniProtKB:O36028
PomBase:SPAC4F10.17	UniProtKB:O36029
PomBase:SPAC19B12.01	UniProtKB:O36033
PomBase:SPAC19B12.05c	UniProtKB:Q9P376
PomBase:SPAC19B12.09	UniProtKB:Q9P372
PomBase:SPAC19B12.10	UniProtKB:Q9P371
PomBase:SPAC19B12.12c	UniProtKB:Q9P347
PomBase:SPAC19B12.13	UniProtKB:Q86ZU7
PomBase:SPAPB8E5.02c	UniProtKB:O14381
PomBase:SPAPB8E5.02c	UniProtKB:Q9UTM3
PomBase:SPAPB8E5.03	UniProtKB:P50537
PomBase:SPAPB8E5.06c	UniProtKB:P36584
PomBase:SPAPB8E5.07c	UniProtKB:Q9C0X8
