#WormPep	CDS	SwissProtAc	SwissProtID	Description	
RP:RP00556	cr01.sctg610.wum.3.1			
RP:RP00557	cr01.sctg4.wum.33.1			
RP:RP00558	cr01.sctg165.wum.10.1			
RP:RP00559	cr01.sctg26.wum.40.1			
RP:RP00560	cr01.sctg59.wum.9.1			
RP:RP00561	cr01.sctg45.wum.30.1			
RP:RP00562	cr01.sctg40.wum.78.1			
RP:RP00563	cr01.sctg2.wum.588.1			
RP:RP00564	cr01.sctg379.wum.2.1			
RP:RP00565	cr01.sctg1.wum.399.1			
RP:RP00566	cr01.sctg5.wum.208.1			
RP:RP00567	cr01.sctg30.wum.29.1			
RP:RP00568	cr01.sctg60.wum.3.1			
RP:RP00569	cr01.sctg44.wum.103.1			
RP:RP00570	cr01.sctg1.wum.694.1			
RP:RP00571	cr01.sctg635.wum.2.1			
RP:RP00572	cr01.sctg156.wum.4.2			
RP:RP00573	cr01.sctg98.wum.11.1			
RP:RP00574	cr01.sctg1.wum.496.1			
RP:RP00575	cr01.sctg27.wum.35.1			
RP:RP00576	cr01.sctg63.wum.81.1			
RP:RP00577	cr01.sctg2042.wum.1.1			
RP:RP00578	cr01.sctg148.wum.11.1			
RP:RP00579	cr01.sctg132.wum.35.1			
RP:RP00580	cr01.sctg184.wum.17.1			
RP:RP00581	cr01.sctg67.wum.33.1			
RP:RP00582	cr01.sctg22.wum.85.1			
RP:RP00583	cr01.sctg2.wum.47.2			
RP:RP00584	cr01.sctg399.wum.4.1			
RP:RP00585	cr01.sctg2752.wum.2.1			
RP:RP00586	cr01.sctg63.wum.91.1			
RP:RP00587	cr01.sctg260.wum.2.1			
RP:RP00588	cr01.sctg49.wum.80.1			
RP:RP00589	cr01.sctg23.wum.59.1			
RP:RP00590	cr01.sctg7.wum.238.1			
RP:RP00591	cr01.sctg6848.wum.1.1			
RP:RP00592	cr01.sctg8895.wum.1.1			
RP:RP00593	cr01.sctg47.wum.78.1			
RP:RP00594	cr01.sctg11.wum.200.1			
RP:RP00595	cr01.sctg7.wum.242.2			
RP:RP00596	cr01.sctg5.wum.557.1			
RP:RP00597	cr01.sctg14.wum.365.1			
RP:RP00598	cr01.sctg4.wum.396.1			
RP:RP00599	cr01.sctg2.wum.653.1			
RP:RP00600	cr01.sctg283.wum.2.1			
RP:RP00601	cr01.sctg424.wum.3.1			
RP:RP00602	cr01.sctg269.wum.22.1			
RP:RP00603	cr01.sctg43.wum.34.1			
RP:RP00604	cr01.sctg38.wum.22.1			
RP:RP00605	cr01.sctg2.wum.335.1			
RP:RP00606	cr01.sctg10.wum.99.1			
RP:RP00607	cr01.sctg150.wum.13.1			
RP:RP00608	cr01.sctg6.wum.175.1			
RP:RP00609	cr01.sctg831.wum.4.1			
RP:RP00610	cr01.sctg2842.wum.1.1			
RP:RP00611	cr01.sctg1740.wum.1.1			
RP:RP00612	cr01.sctg72.wum.17.1			
RP:RP00613	cr01.sctg2.wum.33.1			
RP:RP00614	cr01.sctg10.wum.21.1			
RP:RP00615	cr01.sctg14.wum.62.1			
RP:RP00616	124155			
RP:RP00617	cr01.sctg157.wum.16.1			
RP:RP00618	cr01.sctg90.wum.10.1			
RP:RP00619	cr01.sctg6.wum.439.1			
RP:RP00620	cr01.sctg15.wum.102.1			
RP:RP00621	cr01.sctg13.wum.257.1			
RP:RP00622	cr01.sctg11.wum.167.1			
RP:RP00623	cr01.sctg531.wum.1.1			
RP:RP00624	cr01.sctg35.wum.47.1			
RP:RP00625	cr01.sctg1673.wum.1.1			
RP:RP00626	cr01.sctg35.wum.19.1			
RP:RP00627	cr01.sctg19.wum.19.1			
RP:RP00628	cr01.sctg8003.wum.1.1			
RP:RP00629	cr01.sctg48.wum.71.1			
RP:RP00630	cr01.sctg18.wum.96.1			
RP:RP00631	cr01.sctg137.wum.15.1			
RP:RP00632	cr01.sctg10.wum.219.1			
RP:RP00633	cr01.sctg103.wum.35.1			
RP:RP00634	cr01.sctg7.wum.529.1			
RP:RP00635	cr01.sctg217.wum.6.1			
RP:RP00636	cr01.sctg233.wum.6.3			
RP:RP00637	cr01.sctg48.wum.13.1			
RP:RP00638	cr01.sctg30.wum.15.1			
RP:RP00639	cr01.sctg458.wum.1.1			
RP:RP00640	cr01.sctg4490.wum.1.1			
RP:RP00641	cr01.sctg154.wum.12.1			
RP:RP00642	cr01.sctg25.wum.75.1			
RP:RP00643	cr01.sctg42.wum.49.1			
RP:RP00644	cr01.sctg5.wum.251.1			
RP:RP00645	cr01.sctg3.wum.294.1			
RP:RP00646	cr01.sctg13.wum.278.1			
RP:RP00647	cr01.sctg3220.wum.1.1			
RP:RP00648	cr01.sctg106.wum.34.1			
RP:RP00649	cr01.sctg10.wum.385.1			
RP:RP00650	cr01.sctg0.wum.210.2			
RP:RP00651	cr01.sctg0.wum.386.1			
RP:RP00652	cr01.sctg7.wum.297.1			
RP:RP00653	cr01.sctg509.wum.3.1			
RP:RP00654	cr01.sctg0.wum.5.1			
RP:RP00655	cr01.sctg9134.wum.1.1			
RP:RP00656	cr01.sctg5688.wum.1.1			
RP:RP00657	cr01.sctg9499.wum.1.1			
RP:RP00658	cr01.sctg4.wum.336.1			
RP:RP00659	cr01.sctg247.wum.2.1			
RP:RP00660	cr01.sctg6.wum.79.1			
RP:RP00661	cr01.sctg48.wum.52.1			
RP:RP00662	cr01.sctg128.wum.2.1			
RP:RP00663	cr01.sctg112.wum.42.1			
RP:RP00664	cr01.sctg3400.wum.2.1			
RP:RP00665	cr01.sctg9.wum.218.1			
RP:RP00666	cr01.sctg188.wum.2.1			
RP:RP00667	cr01.sctg8165.wum.2.1			
RP:RP00668	cr01.sctg13.wum.183.1			
RP:RP00669	cr01.sctg78.wum.3.1			
RP:RP00670	cr01.sctg0.wum.651.1			
RP:RP00671	cr01.sctg7735.wum.2.1			
RP:RP00672	cr01.sctg9.wum.151.1			
RP:RP00673	cr01.sctg10.wum.115.1			
RP:RP00674	cr01.sctg1526.wum.2.1			
RP:RP00675	cr01.sctg10.wum.296.1			
RP:RP00676	cr01.sctg512.wum.1.1			
RP:RP00677	cr01.sctg0.wum.970.1			
RP:RP00678	cr01.sctg1897.wum.1.1			
RP:RP00679	cr01.sctg15.wum.89.1			
RP:RP00680	cr01.sctg0.wum.256.1			
RP:RP00681	cr01.sctg26.wum.138.1			
RP:RP00682	cr01.sctg51.wum.97.1			
RP:RP00683	cr01.sctg34.wum.51.1			
RP:RP00684	cr01.sctg13.wum.53.1			
RP:RP00685	cr01.sctg5.wum.328.1			
RP:RP00686	cr01.sctg0.wum.44.1			
RP:RP00687	cr01.sctg3.wum.557.1			
RP:RP00688	cr01.sctg148.wum.32.1			
RP:RP00689	cr01.sctg1123.wum.5.1			
RP:RP00690	cr01.sctg110.wum.16.1			
RP:RP00691	cr01.sctg50.wum.35.2			
RP:RP00692	cr01.sctg16.wum.124.1			
RP:RP00693	cr01.sctg1162.wum.1.1			
RP:RP00694	cr01.sctg11.wum.318.1			
RP:RP00695	cr01.sctg488.wum.2.1			
RP:RP00696	cr01.sctg115.wum.33.1			
RP:RP00697	cr01.sctg965.wum.7.1			
RP:RP00698	cr01.sctg39.wum.64.1			
RP:RP00699	cr01.sctg5741.wum.1.1			
RP:RP00700	cr01.sctg2.wum.231.1			
RP:RP00701	cr01.sctg2.wum.336.1			
RP:RP00702	cr01.sctg291.wum.3.1			
RP:RP00703	cr01.sctg782.wum.2.1			
RP:RP00704	cr01.sctg7.wum.409.1			
RP:RP00705	cr01.sctg39.wum.7.1			
RP:RP00706	cr01.sctg6.wum.259.1			
RP:RP00707	cr01.sctg52.wum.60.1			
RP:RP00708	cr01.sctg6.wum.445.1			
RP:RP00709	cr01.sctg408.wum.2.1			
RP:RP00710	cr01.sctg455.wum.1.1			
RP:RP00711	cr01.sctg80.wum.20.1			
RP:RP00712	cr01.sctg28.wum.40.1			
RP:RP00713	cr01.sctg36.wum.67.1			
RP:RP00714	cr01.sctg0.wum.865.1			
RP:RP00715	cr01.sctg281.wum.3.1			
RP:RP00716	cr01.sctg129.wum.4.1			
RP:RP00717	cr01.sctg816.wum.1.1			
RP:RP00718	cr01.sctg18.wum.59.1			
RP:RP00719	cr01.sctg1.wum.728.1			
RP:RP00720	cr01.sctg10.wum.166.1			
RP:RP00721	cr01.sctg35.wum.40.1			
RP:RP00722	cr01.sctg28.wum.84.1			
RP:RP00723	cr01.sctg127.wum.5.1			
RP:RP00724	cr01.sctg94.wum.53.1			
RP:RP00725	cr01.sctg1145.wum.2.1			
RP:RP00726	cr01.sctg149.wum.31.1			
RP:RP00727	cr01.sctg2.wum.327.1			
RP:RP00728	cr01.sctg4.wum.619.1			
RP:RP00729	cr01.sctg1675.wum.3.1			
RP:RP00730	cr01.sctg2.wum.451.1			
RP:RP00731	cr01.sctg1158.wum.1.1			
RP:RP00732	cr01.sctg282.wum.12.1			
RP:RP00733	cr01.sctg55.wum.45.1			
RP:RP00734	cr01.sctg10.wum.291.1			
RP:RP00735	cr01.sctg1.wum.303.1			
RP:RP00736	cr01.sctg112.wum.20.1			
RP:RP00737	cr01.sctg93.wum.7.1			
RP:RP00738	cr01.sctg4.wum.523.1			
RP:RP00739	cr01.sctg209.wum.2.1			
RP:RP00740	cr01.sctg7.wum.335.1			
RP:RP00741	cr01.sctg0.wum.619.2			
RP:RP00742	cr01.sctg31.wum.17.1			
RP:RP00743	cr01.sctg2.wum.199.1			
RP:RP00744	cr01.sctg33.wum.161.1			
RP:RP00745	cr01.sctg7.wum.445.1			
RP:RP00746	cr01.sctg195.wum.20.1			
RP:RP00747	cr01.sctg14.wum.347.1			
RP:RP00748	cr01.sctg3.wum.280.5			
RP:RP00749	cr01.sctg792.wum.1.1			
RP:RP00750	cr01.sctg50.wum.19.1			
RP:RP00751	cr01.sctg26.wum.129.1			
RP:RP00752	cr01.sctg67.wum.32.1			
RP:RP00753	cr01.sctg0.wum.478.1			
RP:RP00754	cr01.sctg240.wum.15.1			
RP:RP00755	cr01.sctg77.wum.41.1			
RP:RP00756	cr01.sctg41.wum.17.1			
RP:RP00757	cr01.sctg21.wum.68.1			
RP:RP00758	cr01.sctg14.wum.261.1			
RP:RP00759	cr01.sctg0.wum.450.1			
RP:RP00760	cr01.sctg91.wum.8.1			
RP:RP00761	cr01.sctg51.wum.11.1			
RP:RP00762	cr01.sctg9.wum.94.1			
RP:RP00763	cr01.sctg59.wum.60.1			
RP:RP00764	cr01.sctg596.wum.2.1			
RP:RP00765	cr01.sctg0.wum.732.1			
RP:RP00766	cr01.sctg15.wum.228.1			
RP:RP00767	cr01.sctg932.wum.2.1			
RP:RP00768	cr01.sctg86.wum.10.1			
RP:RP00769	cr01.sctg149.wum.38.1			
RP:RP00770	cr01.sctg70.wum.74.1			
RP:RP00771	cr01.sctg51.wum.88.1			
RP:RP00772	cr01.sctg27.wum.54.1			
RP:RP00773	cr01.sctg5601.wum.1.1			
RP:RP00774	cr01.sctg66.wum.53.1			
RP:RP00775	cr01.sctg0.wum.574.1			
RP:RP00776	cr01.sctg4942.wum.1.1			
RP:RP00777	cr01.sctg12.wum.105.1			
RP:RP00778	cr01.sctg73.wum.46.1			
RP:RP00779	cr01.sctg52.wum.73.1			
RP:RP00780	cr01.sctg127.wum.21.1			
RP:RP00781	cr01.sctg68.wum.13.1			
RP:RP00782	cr01.sctg276.wum.1.1			
RP:RP00783	cr01.sctg40.wum.42.1			
RP:RP00784	cr01.sctg7.wum.410.1			
RP:RP00785	cr01.sctg1.wum.146.1			
RP:RP00786	cr01.sctg271.wum.6.1			
RP:RP00787	cr01.sctg222.wum.5.1			
RP:RP00788	cr01.sctg3.wum.288.1			
RP:RP00789	cr01.sctg4.wum.124.1			
RP:RP00790	cr01.sctg287.wum.6.1			
RP:RP00791	cr01.sctg111.wum.31.1			
RP:RP00792	cr01.sctg66.wum.92.1			
RP:RP00793	cr01.sctg15.wum.262.1			
RP:RP00794	cr01.sctg232.wum.4.1			
RP:RP00795	cr01.sctg129.wum.18.1			
RP:RP00796	cr01.sctg184.wum.28.1			
RP:RP00797	cr01.sctg88.wum.43.1			
RP:RP00798	cr01.sctg5.wum.352.1			
RP:RP00799	cr01.sctg2.wum.476.1			
RP:RP00800	cr01.sctg0.wum.1051.1			
RP:RP00801	cr01.sctg22.wum.41.1			
RP:RP00802	cr01.sctg106.wum.33.1			
RP:RP00803	cr01.sctg18.wum.122.1			
RP:RP00804	cr01.sctg163.wum.5.1			
RP:RP00805	cr01.sctg4.wum.293.1			
RP:RP00806	cr01.sctg79.wum.44.1			
RP:RP00807	cr01.sctg43.wum.13.1			
RP:RP00808	cr01.sctg17.wum.144.1			
RP:RP00809	cr01.sctg1.wum.1011.1			
RP:RP00810	cr01.sctg399.wum.2.1			
RP:RP00811	cr01.sctg101.wum.22.1			
RP:RP00812	cr01.sctg17.wum.193.1			
RP:RP00813	cr01.sctg5.wum.33.1			
RP:RP00814	cr01.sctg1.wum.290.1			
RP:RP00815	cr01.sctg179.wum.20.1			
RP:RP00816	cr01.sctg125.wum.3.1			
RP:RP00817	cr01.sctg65.wum.16.1			
RP:RP00818	cr01.sctg2.wum.432.1			
RP:RP00819	cr01.sctg245.wum.4.1			
RP:RP00820	cr01.sctg9.wum.362.1			
RP:RP00821	cr01.sctg6505.wum.1.1			
RP:RP00822	cr01.sctg16.wum.182.1			
RP:RP00823	cr01.sctg2.wum.655.1			
RP:RP00824	cr01.sctg116.wum.15.1			
RP:RP00825	cr01.sctg66.wum.8.1			
RP:RP00826	cr01.sctg86.wum.18.1			
RP:RP00827	cr01.sctg25.wum.114.1			
RP:RP00828	cr01.sctg21.wum.58.1			
RP:RP00829	cr01.sctg77.wum.12.1			
RP:RP00830	cr01.sctg30.wum.101.1			
RP:RP00831	cr01.sctg5.wum.381.1			
RP:RP00832	cr01.sctg28.wum.88.1			
RP:RP00833	cr01.sctg0.wum.32.1			
RP:RP00834	cr01.sctg0.wum.241.1			
RP:RP00835	cr01.sctg102.wum.28.1			
RP:RP00836	cr01.sctg1.wum.163.1			
RP:RP00837	cr01.sctg3604.wum.1.1			
RP:RP00838	cr01.sctg47.wum.83.2			
RP:RP00839	cr01.sctg2651.wum.2.1			
RP:RP00840	cr01.sctg11.wum.278.1			
RP:RP00841	cr01.sctg2.wum.297.1			
RP:RP00842	cr01.sctg262.wum.22.1			
RP:RP00843	cr01.sctg1145.wum.5.1			
RP:RP00844	cr01.sctg141.wum.25.1			
RP:RP00845	cr01.sctg14.wum.14.1			
RP:RP00846	cr01.sctg153.wum.1.1			
RP:RP00847	cr01.sctg33.wum.169.1			
RP:RP00848	cr01.sctg0.wum.693.1			
RP:RP00849	cr01.sctg863.wum.1.1			
RP:RP00850	cr01.sctg1.wum.392.1			
RP:RP00851	cr01.sctg4.wum.249.1			
RP:RP00852	cr01.sctg484.wum.1.1			
RP:RP00853	cr01.sctg17.wum.167.1			
RP:RP00854	cr01.sctg2.wum.742.1			
RP:RP00855	cr01.sctg174.wum.19.1			
RP:RP00856	cr01.sctg7.wum.111.1			
RP:RP00857	cr01.sctg101.wum.18.1			
RP:RP00858	cr01.sctg68.wum.32.1			
RP:RP00859	cr01.sctg0.wum.926.1			
RP:RP00860	cr01.sctg296.wum.7.1			
RP:RP00861	cr01.sctg7.wum.13.1			
RP:RP00862	cr01.sctg0.wum.656.1			
RP:RP00863	cr01.sctg5444.wum.1.1			
RP:RP00864	cr01.sctg25.wum.99.1			
RP:RP00865	cr01.sctg2052.wum.3.1			
RP:RP00866	cr01.sctg470.wum.4.1			
RP:RP00867	cr01.sctg26.wum.22.1			
RP:RP00868	cr01.sctg149.wum.18.1			
RP:RP00869	cr01.sctg39.wum.1.1			
RP:RP00870	cr01.sctg16.wum.206.1			
RP:RP00871	cr01.sctg21.wum.12.1			
RP:RP00872	cr01.sctg2784.wum.1.1			
RP:RP00873	cr01.sctg82.wum.41.1			
RP:RP00874	cr01.sctg43.wum.37.1			
RP:RP00875	cr01.sctg4038.wum.1.1			
RP:RP00876	cr01.sctg30.wum.69.1			
RP:RP00877	cr01.sctg10.wum.130.1			
RP:RP00878	cr01.sctg573.wum.1.1			
RP:RP00879	cr01.sctg38.wum.31.1			
RP:RP00880	cr01.sctg361.wum.1.1			
RP:RP00881	cr01.sctg1.wum.607.1			
RP:RP00882	cr01.sctg1519.wum.1.1			
RP:RP00883	cr01.sctg5.wum.390.1			
RP:RP00884	cr01.sctg131.wum.25.1			
RP:RP00885	cr01.sctg749.wum.1.1			
RP:RP00886	cr01.sctg6.wum.541.1			
RP:RP00887	cr01.sctg7343.wum.1.1			
RP:RP00888	cr01.sctg8516.wum.1.1			
RP:RP00889	cr01.sctg12.wum.225.1			
RP:RP00890	cr01.sctg19.wum.4.1			
RP:RP00891	124155			
RP:RP00892	cr01.sctg202.wum.8.1			
RP:RP00893	cr01.sctg59.wum.61.1			
RP:RP00894	cr01.sctg41.wum.20.1			
RP:RP00895	cr01.sctg11.wum.314.1			
RP:RP00896	cr01.sctg959.wum.3.1			
RP:RP00897	cr01.sctg2655.wum.2.1			
RP:RP00898	cr01.sctg12.wum.281.1			
RP:RP00899	cr01.sctg59.wum.15.1			
RP:RP00900	cr01.sctg17.wum.150.1			
RP:RP00901	cr01.sctg903.wum.5.1			
RP:RP00902	cr01.sctg3.wum.388.1			
RP:RP00903	cr01.sctg3.wum.26.1			
RP:RP00904	cr01.sctg3243.wum.1.1			
RP:RP00905	cr01.sctg10.wum.300.1			
RP:RP00906	cr01.sctg92.wum.7.1			
RP:RP00907	cr01.sctg0.wum.995.1			
RP:RP00908	cr01.sctg4704.wum.1.1			
RP:RP00909	cr01.sctg32.wum.83.1			
RP:RP00910	cr01.sctg12.wum.201.1			
RP:RP00911	cr01.sctg142.wum.21.1			
RP:RP00912	cr01.sctg34.wum.43.1			
RP:RP00913	cr01.sctg0.wum.122.1			
RP:RP00914	cr01.sctg290.wum.8.1			
RP:RP00915	cr01.sctg302.wum.3.1			
RP:RP00916	cr01.sctg289.wum.11.1			
RP:RP00917	cr01.sctg16.wum.60.1			
RP:RP00918	cr01.sctg53.wum.14.1			
RP:RP00919	cr01.sctg47.wum.64.1			
RP:RP00920	cr01.sctg89.wum.17.2			
RP:RP00921	cr01.sctg13.wum.30.1			
RP:RP00922	cr01.sctg23.wum.93.1			
RP:RP00923	cr01.sctg10.wum.387.1			
RP:RP00924	cr01.sctg6.wum.424.1			
RP:RP00925	cr01.sctg978.wum.3.1			
RP:RP00926	cr01.sctg30.wum.54.1			
RP:RP00927	cr01.sctg6.wum.222.1			
RP:RP00928	cr01.sctg8.wum.159.1			
RP:RP00929	cr01.sctg56.wum.9.1			
RP:RP00930	cr01.sctg5.wum.490.1			
RP:RP00931	cr01.sctg48.wum.16.1			
RP:RP00932	cr01.sctg31.wum.134.1			
RP:RP00933	cr01.sctg55.wum.26.1			
RP:RP00934	cr01.sctg17.wum.6.1			
RP:RP00935	cr01.sctg29.wum.4.1			
RP:RP00936	cr01.sctg76.wum.9.1			
RP:RP00937	cr01.sctg5.wum.364.1			
RP:RP00938	cr01.sctg148.wum.30.1			
RP:RP00939	cr01.sctg20.wum.40.1			
RP:RP00940	cr01.sctg5.wum.156.1			
RP:RP00941	cr01.sctg5.wum.142.1			
RP:RP00942	cr01.sctg862.wum.3.1			
RP:RP00943	cr01.sctg104.wum.23.1			
RP:RP00944	cr01.sctg4.wum.157.1			
RP:RP00945	cr01.sctg36.wum.74.1			
RP:RP00946	cr01.sctg7.wum.376.1			
RP:RP00947	cr01.sctg2204.wum.1.1			
RP:RP00948	cr01.sctg4.wum.224.1			
RP:RP00949	cr01.sctg1.wum.327.1			
RP:RP00950	cr01.sctg1.wum.162.1			
RP:RP00951	cr01.sctg4.wum.196.1			
RP:RP00952	cr01.sctg172.wum.7.1			
RP:RP00953	cr01.sctg8304.wum.1.1			
RP:RP00954	cr01.sctg20.wum.145.1			
RP:RP00955	cr01.sctg9.wum.246.1			
RP:RP00956	cr01.sctg0.wum.1027.1			
RP:RP00957	cr01.sctg3.wum.27.1			
RP:RP00958	cr01.sctg6419.wum.2.1			
RP:RP00959	cr01.sctg63.wum.40.1			
RP:RP00960	cr01.sctg17.wum.112.1			
RP:RP00961	cr01.sctg5.wum.440.1			
RP:RP00962	cr01.sctg3250.wum.1.1			
RP:RP00963	cr01.sctg1126.wum.2.1			
RP:RP00964	cr01.sctg11.wum.271.2			
RP:RP00965	cr01.sctg3.wum.170.1			
RP:RP00966	cr01.sctg106.wum.14.1			
RP:RP00967	cr01.sctg69.wum.11.1			
RP:RP00968	cr01.sctg244.wum.6.1			
RP:RP00969	cr01.sctg12.wum.63.1			
RP:RP00970	cr01.sctg9.wum.332.1			
RP:RP00971	cr01.sctg26.wum.30.1			
RP:RP00972	cr01.sctg0.wum.1.1			
RP:RP00973	cr01.sctg244.wum.7.1			
RP:RP00974	cr01.sctg92.wum.17.1			
RP:RP00975	cr01.sctg8.wum.189.1			
RP:RP00976	cr01.sctg1669.wum.1.1			
RP:RP00977	cr01.sctg3.wum.269.1			
RP:RP00978	cr01.sctg11.wum.28.1			
RP:RP00979	cr01.sctg230.wum.14.1			
RP:RP00980	cr01.sctg4.wum.574.1			
RP:RP00981	cr01.sctg467.wum.2.1			
RP:RP00982	cr01.sctg171.wum.3.1			
RP:RP00983	cr01.sctg61.wum.67.1			
RP:RP00984	cr01.sctg1048.wum.3.1			
RP:RP00985	cr01.sctg0.wum.927.1			
RP:RP00986	cr01.sctg285.wum.11.1			
RP:RP00987	cr01.sctg105.wum.31.1			
RP:RP00988	cr01.sctg38.wum.64.1			
RP:RP00989	cr01.sctg3.wum.252.1			
RP:RP00990	cr01.sctg70.wum.27.1			
RP:RP00991	cr01.sctg94.wum.44.1			
RP:RP00992	cr01.sctg13.wum.277.1			
RP:RP00993	cr01.sctg3713.wum.1.1			
RP:RP00994	cr01.sctg25.wum.50.1			
RP:RP00995	cr01.sctg1485.wum.1.1			
RP:RP00996	cr01.sctg32.wum.21.1			
RP:RP00997	cr01.sctg762.wum.4.1			
RP:RP00998	cr01.sctg60.wum.42.1			
RP:RP00999	cr01.sctg2.wum.382.2			
RP:RP01000	cr01.sctg26.wum.43.1			
RP:RP01001	cr01.sctg19.wum.171.1			
RP:RP01002	cr01.sctg0.wum.919.1			
RP:RP01003	cr01.sctg251.wum.12.1			
RP:RP01004	cr01.sctg111.wum.10.1			
RP:RP01005	cr01.sctg26.wum.6.1			
RP:RP01006	cr01.sctg5.wum.444.1			
RP:RP01007	cr01.sctg4.wum.343.1			
RP:RP01008	cr01.sctg243.wum.2.1			
RP:RP01009	cr01.sctg26.wum.115.1			
RP:RP01010	cr01.sctg62.wum.33.1			
RP:RP01011	cr01.sctg147.wum.3.1			
RP:RP01012	cr01.sctg32.wum.27.1			
RP:RP01013	cr01.sctg63.wum.16.1			
RP:RP01014	cr01.sctg4.wum.426.1			
RP:RP01015	cr01.sctg8.wum.81.1			
RP:RP01016	cr01.sctg99.wum.16.1			
RP:RP01017	cr01.sctg3.wum.572.1			
RP:RP01018	cr01.sctg1.wum.877.2			
RP:RP01019	cr01.sctg17.wum.131.1			
RP:RP01020	cr01.sctg169.wum.4.1			
RP:RP01021	cr01.sctg4.wum.25.1			
RP:RP01022	cr01.sctg3.wum.528.1			
RP:RP01023	cr01.sctg20.wum.140.1			
RP:RP01024	cr01.sctg0.wum.831.1			
RP:RP01025	cr01.sctg2412.wum.1.1			
RP:RP01026	cr01.sctg652.wum.1.1			
RP:RP01027	cr01.sctg48.wum.88.1			
RP:RP01028	cr01.sctg42.wum.44.1			
RP:RP01029	cr01.sctg2580.wum.1.1			
RP:RP01030	cr01.sctg399.wum.7.1			
RP:RP01031	cr01.sctg2222.wum.1.1			
RP:RP01032	cr01.sctg111.wum.13.1			
RP:RP01033	cr01.sctg4.wum.572.1			
RP:RP01034	cr01.sctg17.wum.223.1			
RP:RP01035	cr01.sctg10.wum.7.1			
RP:RP01036	cr01.sctg11.wum.89.1			
RP:RP01037	cr01.sctg6.wum.371.1			
RP:RP01038	cr01.sctg87.wum.10.1			
RP:RP01039	cr01.sctg1.wum.488.1			
RP:RP01040	cr01.sctg228.wum.11.1			
RP:RP01041	cr01.sctg142.wum.26.1			
RP:RP01042	cr01.sctg6.wum.134.1			
RP:RP01043	cr01.sctg378.wum.13.1			
RP:RP01044	cr01.sctg44.wum.49.1			
RP:RP01045	cr01.sctg11.wum.297.1			
RP:RP01046	cr01.sctg1.wum.785.1			
RP:RP01047	cr01.sctg4675.wum.1.1			
RP:RP01048	cr01.sctg178.wum.15.1			
RP:RP01049	cr01.sctg173.wum.6.1			
RP:RP01050	cr01.sctg52.wum.19.1			
RP:RP01051	cr01.sctg4.wum.582.1			
RP:RP01052	cr01.sctg968.wum.2.1			
RP:RP01053	cr01.sctg139.wum.8.1			
RP:RP01054	cr01.sctg1.wum.548.1			
RP:RP01055	cr01.sctg4929.wum.1.1			
RP:RP01056	cr01.sctg66.wum.48.1			
RP:RP01057	cr01.sctg31.wum.3.1			
RP:RP01058	cr01.sctg5.wum.75.1			
RP:RP01059	cr01.sctg124.wum.52.1			
RP:RP01060	cr01.sctg1.wum.23.1			
RP:RP01061	cr01.sctg2.wum.51.1			
RP:RP01062	cr01.sctg8288.wum.1.1			
RP:RP01063	cr01.sctg3680.wum.1.1			
RP:RP01064	cr01.sctg2223.wum.2.1			
RP:RP01065	cr01.sctg2969.wum.1.1			
RP:RP01066	cr01.sctg0.wum.1014.1			
RP:RP01067	cr01.sctg56.wum.30.1			
RP:RP01068	cr01.sctg93.wum.37.1			
RP:RP01069	cr01.sctg26.wum.11.1			
RP:RP01070	cr01.sctg21.wum.119.1			
RP:RP01071	cr01.sctg362.wum.2.1			
RP:RP01072	cr01.sctg127.wum.51.1			
RP:RP01073	cr01.sctg712.wum.1.1			
RP:RP01074	cr01.sctg19.wum.105.1			
RP:RP01075	cr01.sctg76.wum.30.1			
RP:RP01076	cr01.sctg1932.wum.1.1			
RP:RP01077	cr01.sctg112.wum.17.1			
RP:RP01078	cr01.sctg395.wum.1.1			
RP:RP01079	cr01.sctg165.wum.26.1			
RP:RP01080	cr01.sctg22.wum.18.1			
RP:RP01081	cr01.sctg6.wum.90.1			
RP:RP01082	cr01.sctg180.wum.15.1			
RP:RP01083	cr01.sctg94.wum.68.1			
RP:RP01084	cr01.sctg594.wum.5.1			
RP:RP01085	cr01.sctg290.wum.16.2			
RP:RP01086	cr01.sctg77.wum.19.1			
RP:RP01087	cr01.sctg2.wum.479.1			
RP:RP01088	cr01.sctg10.wum.390.1			
RP:RP01089	cr01.sctg11.wum.117.2			
RP:RP01090	cr01.sctg89.wum.41.1			
RP:RP01091	cr01.sctg7.wum.338.1			
RP:RP01092	cr01.sctg32.wum.129.1			
RP:RP01093	cr01.sctg23.wum.41.1			
RP:RP01094	cr01.sctg2291.wum.2.1			
RP:RP01095	cr01.sctg6.wum.178.1			
RP:RP01096	cr01.sctg119.wum.9.1			
RP:RP01097	cr01.sctg14.wum.22.1			
RP:RP01098	cr01.sctg184.wum.8.1			
RP:RP01099	cr01.sctg160.wum.16.1			
RP:RP01100	cr01.sctg1126.wum.1.1			
RP:RP01101	cr01.sctg73.wum.101.1			
RP:RP01102	cr01.sctg20.wum.121.1			
RP:RP01103	cr01.sctg71.wum.9.1			
RP:RP01104	cr01.sctg737.wum.1.1			
RP:RP01105	cr01.sctg59.wum.86.1			
RP:RP01106	cr01.sctg10.wum.68.1			
RP:RP01107	cr01.sctg88.wum.28.1			
RP:RP01108	cr01.sctg26.wum.163.1			
RP:RP01109	cr01.sctg9.wum.327.1			
RP:RP01110	cr01.sctg1.wum.675.1			
RP:RP01111	cr01.sctg306.wum.8.1			
RP:RP01112	cr01.sctg13.wum.300.1			
