GENE ID	Gene Name	Synonyms	Gene products
DDB_G0268124	DDB_G0268124		
DDB_G0268126	DDB_G0268126		
DDB_G0268128	DDB_G0268128		Pol.
DDB_G0268130	DDB_G0268130		
DDB_G0268132	DDB_G0268132		SET domain-containing protein
DDB_G0268134	DDB_G0268134		Similar to Orgyia pseudotsugata multicapsid polyhedrosis virus (OpMNPV). hypothetical 29.3 kDa protein (ORF92).
DDB_G0268136	DDB_G0268136		
DDB_G0268138	DDB_G0268138		putative glutathione S-transferase, putative glutathione transferase
DDB_G0268140	DDB_G0268140		
DDB_G0268142	DDB_G0268142		
DDB_G0268144	vwkA		protein serine/threonine kinase, type A von Willebrand factor (VWFA) domain-containing protein, protein kinase, Atypical group, Alpha kinase family protein
DDB_G0268146	DDB_G0268146		
DDB_G0268148	DDB_G0268148		
DDB_G0268150	DDB_G0268150		
DDB_G0268152	DDB_G0268152		
DDB_G0268154	DDB_G0268154		
DDB_G0268156	DDB_G0268156		
DDB_G0268158	DDB_G0268158		PHD zinc finger-containing protein
DDB_G0268160	gnt12		putative glycosyltransferase, putative GlcNAc transferase, putative beta-1,3-N-acetylglucosaminyltransferase
DDB_G0268162	DDB_G0268162		
DDB_G0268164	DDB_G0268164		
DDB_G0268166	DDB_G0268166		DUF985 family protein
DDB_G0268168	DDB_G0268168		
DDB_G0268170	DDB_G0268170		hssA/2C/7E family protein
DDB_G0268172	DDB_G0268172		hssA/2C/7E family protein
DDB_G0268174	DDB_G0268174		hssA/2C/7E family protein
DDB_G0268176	DDB_G0268176		
DDB_G0268178	jcdB		transcription factor jumonji, jmjC domain-containing protein
DDB_G0268180	DDB_G0268180		
DDB_G0268182	DDB_G0268182		
DDB_G0268184	DDB_G0268184		
DDB_G0268186	DDB_G0268186		Putative mitotic control protein dis3 (At2g17510/MJB20.7).
DDB_G0268188	DDB_G0268188		
DDB_G0268190	fut11		glycosyltransferase, alpha-3/4-fucosyltransferase, LamG-like jellyroll fold domain-containing protein
DDB_G0268192	DDB_G0268192		AhpC/TSA family protein
DDB_G0268194	DDB_G0268194		dCTP deaminase
DDB_G0268196	DDB_G0268196		
DDB_G0268198	rpa43		RNA polymerase I subunit
DDB_G0268200	DDB_G0268200		
DDB_G0268202	DDB_G0268202		
DDB_G0268204	gnt9		GlcNAc transferase, glycosyltransferase, beta-1,6-N-acetylglucosaminyltransferase, core-2/I-branching enzyme
DDB_G0268206	DDB_G0268206		
DDB_G0268208	DDB_G0268208		
DDB_G0268210	DDB_G0268210		
DDB_G0268212	DDB_G0268212		putative DEAD/DEAH box helicase
DDB_G0268214	enoB		phosphopyruvate hydratase, 2-phospho-D-glycerate hydrolase, enolase
DDB_G0268216	fancD2	fncD2, FANCD2	
DDB_G0268218	DDB_G0268218		
DDB_G0268220	DDB_G0268220		leucine-rich repeat-containing protein
DDB_G0268222	DDB_G0268222		
DDB_G0268224	DDB_G0268224		DDT domain-containing protein
DDB_G0268226	DDB_G0268226		
DDB_G0268228	DDB_G0268228		
DDB_G0268230	DDB_G0268230		
DDB_G0268232	DDB_G0268232		small MutS related (smr) family protein, ubiquitin system component Cue domain containing protein
DDB_G0268234	DDB_G0268234		
DDB_G0268236	DDB_G0268236		
DDB_G0268238	alg3		glycosyltransferase, dolichyl-phosphate-mannose alpha-1,3-mannosyltransferase
DDB_G0268240	DDB_G0268240		
DDB_G0268242	DDB_G0268242		
DDB_G0268244	DDB_G0268244		
DDB_G0268246	DDB_G0268246		unknown
DDB_G0268248	DDB_G0268248		
DDB_G0268250	DDB_G0268250		
DDB_G0268252	DDB_G0268252		
DDB_G0268254	DDB_G0268254		
DDB_G0268256	DDB_G0268256		
DDB_G0268258	kif12		kinesin family member 12, kinesin-6
DDB_G0268260	DDB_G0268260		AN1-type zinc finger-containing protein, UBX domain-containing protein
DDB_G0268262	DDB_G0268262		
DDB_G0268264	DDB_G0268264		unknown
DDB_G0268266	DDB_G0268266		
DDB_G0268268	DDB_G0268268		
DDB_G0268270	DDB_G0268270		
DDB_G0268272	aslN		putative acetyl-CoA synthetase, AMP-dependent synthetase and ligase domain-containing protein
DDB_G0268274	DDB_G0268274		
DDB_G0268276	DDB_G0268276		
DDB_G0268278	DDB_G0268278		
DDB_G0268280	DDB_G0268280		
DDB_G0268284	tgrO4		immunoglobulin E-set domain-containing protein
DDB_G0268286	DDB_G0268286		
DDB_G0268288	DDB_G0268288		
DDB_G0268290	DDB_G0268290		
DDB_G0268292	DDB_G0268292		
DDB_G0268294	DDB_G0268294		
DDB_G0268296	DDB_G0268296		
DDB_G0268298	DDB_G0268298		
DDB_G0268300	DDB_G0268300		
DDB_G0268302	rpl38		S60 ribosomal protein L38
DDB_G0268304	tgrO3		immunoglobulin E-set domain-containing protein
DDB_G0268306	rpb9		RNA polymerase II core subunit
DDB_G0268308	DDB_G0268308		
DDB_G0268310	DDB_G0268310		
DDB_G0268312	DDB_G0268312		
DDB_G0268314	DDB_G0268314		Similar to Podocoryne carnea. EGF-like protein (Fragment).
DDB_G0268316	DDB_G0268316		PH domain-containing protein, LIM-type zinc finger-containing protein
DDB_G0268318	DDB_G0268318		
DDB_G0268320	DDB_G0268320		
DDB_G0268322	DDB_G0268322		zinc-containing alcohol dehydrogenase (ADH)
DDB_G0268324	DDB_G0268324		
DDB_G0268326	DDB_G0268326		
DDB_G0268328	DDB_G0268328		unknown
DDB_G0268330	sgmD		putative sphingomyelinase
DDB_G0268332	uduA1		unknown
DDB_G0268334	DDB_G0268334		F32D1.1 protein.
DDB_G0268336	DDB_G0268336		
DDB_G0268338	DDB_G0268338		
DDB_G0268340	DDB_G0268340		Multifunctional protein (Fragment).
DDB_G0268342	DDB_G0268342		
DDB_G0268344	DDB_G0268344		
DDB_G0268346	DDB_G0268346		patatin family protein
DDB_G0268348	DDB_G0268348		
DDB_G0268350	DDB_G0268350		
DDB_G0268352	DDB_G0268352		
DDB_G0268354	gxcGG	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein
DDB_G0268358	DDB_G0268358		cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)
DDB_G0268360	DDB_G0268360		unknown
DDB_G0268362	DDB_G0268362		
DDB_G0268364	DDB_G0268364		
DDB_G0268366	DDB_G0268366		
DDB_G0268368	mybAA		myb domain-containing protein
DDB_G0268370	DDB_G0268370		
DDB_G0268374	dcd2B		neutral/alkaline nonlysosomal ceramidase family protein
DDB_G0268376	DDB_G0268376		
DDB_G0268382	DDB_G0268382		
DDB_G0268384	DDB_G0268384		
DDB_G0268386	DDB_G0268386		
DDB_G0268388	DDB_G0268388		
DDB_G0268390	DDB_G0268390		
DDB_G0268392	DDB_G0268392		
DDB_G0268394	DDB_G0268394		
DDB_G0268396	sep15		15 kDa selenoprotein
DDB_G0268398	DDB_G0268398		hssA/2C/7E family protein
DDB_G0268400	DDB_G0268400		hssA/2C/7E family protein
DDB_G0268402	rab24		Rab GTPase
DDB_G0268404	DDB_G0268404		DENN domain-containing protein
DDB_G0268406	DDB_G0268406		putative actin binding protein, profilin/allergen superfamily protein
DDB_G0268408	DDB_G0268408		
DDB_G0268410	drnB		putative RNase III, dicer-like protein
DDB_G0268412	DDB_G0268412		
DDB_G0268418	DDB_G0268418		
DDB_G0268420	DDB_G0268420		
DDB_G0268422	DDB_G0268422		
DDB_G0268424	DDB_G0268424		
DDB_G0268426	zntA		zinc/iron permease, zinc transporter
DDB_G0268428	DDB_G0268428		
DDB_G0268430	DDB_G0268430		P07271 DNA repair and recombination protein PIF1, mitochondrial precursor.
DDB_G0268432	DDB_G0268432		
DDB_G0268434	DDB_G0268434		
DDB_G0268436	DDB_G0268436		
DDB_G0268438	DDB_G0268438		
DDB_G0268440	DDB_G0268440		Pol.
DDB_G0268442	DDB_G0268442		
DDB_G0268444	DDB_G0268444		TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein
DDB_G0268446	DDB_G0268446		glycoside hydrolase family 7 protein, cellulose 1,4-beta-cellobiosidase, cellobiohydrolase I
DDB_G0268448	fam45		FAM45 family protein
DDB_G0268450	DDB_G0268450		
DDB_G0268452	DDB_G0268452		v-SNARE family protein
DDB_G0268454	DDB_G0268454		unknown
DDB_G0268456	DDB_G0268456		hssA/2C/7E family protein
DDB_G0268458	DDB_G0268458		hssA/2C/7E family protein
DDB_G0268460	ponK		ponticulin-related protein
DDB_G0268462	DDB_G0268462		putative transmembrane protein
DDB_G0268464	DDB_G0268464		Pol.
DDB_G0268466	DDB_G0268466		
DDB_G0268468	DDB_G0268468		
DDB_G0268470	DDB_G0268470		5'-B-MODULE (Fragment).
DDB_G0268472	naprt	NAPRTase	nicotinate phosphoribosyltransferase-like protein
DDB_G0268474	DDB_G0268474		5'-B-MODULE (Fragment).
DDB_G0268476	DDB_G0268476		
DDB_G0268478	DDB_G0268478		UPF0041 family protein
DDB_G0268480	cdk10		putative protein serine/threonine kinase, CDK family protein kinase, putative cyclin-dependent kinase, protein kinase, CMGC group, PITSLRE subfamily protein kinase
DDB_G0268482	DDB_G0268482		
DDB_G0268484	DDB_G0268484		
DDB_G0268486	DDB_G0268486_ps		pseudogene
DDB_G0268488	tgrO_ps		pseudogene
DDB_G0268490	tgrO1		immunoglobulin E-set domain-containing protein
DDB_G0268492	DDB_G0268492		
DDB_G0268494	DDB_G0268494		
DDB_G0268496	DDB_G0268496		HesA/moeB/thiF family protein.
DDB_G0268498	DDB_G0268498		unknown
DDB_G0268500	DDB_G0268500		unknown
DDB_G0268502	DDB_G0268502		
DDB_G0268504	DDB_G0268504		Similar to Mus musculus (Mouse). sex-determining region Y protein (Testis-determining factor).
DDB_G0268506	DDB_G0268506		putative histone-like transcription factor
DDB_G0268508	DDB_G0268508_RTE		gag, reverse transcriptase
DDB_G0268510	DDB_G0268510_RTE		gag
DDB_G0268512	wrn		ATP-dependent DNA helicase RecQ family protein, Werner syndrome protein
DDB_G0268516	tbcD		tubulin folding cofactor D
DDB_G0268518	DDB_G0268518		
DDB_G0268520	DDB_G0268520		Endo-beta-N-acetylglucosaminidase (EC 3.2.1.96).
DDB_G0268522	psmG3		proteasome assembly chaperone 3
DDB_G0268524	DDB_G0268524_RTE		gag, Pol.
DDB_G0268526	DDB_G0268526		
DDB_G0268528	DDB_G0268528		Pol.
DDB_G0268530	DDB_G0268530		
DDB_G0268534	DDB_G0268534		
DDB_G0268536	DDB_G0268536		
DDB_G0268538	psmA5		proteasome subunit alpha type 5, 20S proteasome subunit alpha-5
DDB_G0268540	ugt2		putative glycosyltransferase
DDB_G0268542	DDB_G0268542		
DDB_G0268544	ugt3		putative glycosyltransferase
DDB_G0268546	DDB_G0268546		
DDB_G0268548	pikF	PI3K4	phosphatidylinositol 3-kinase, PI3kinase
DDB_G0268550	DDB_G0268550		putative protein serine/threonine kinase, protein kinase, STE group
DDB_G0268552	DDB_G0268552		
DDB_G0268554	DDB_G0268554		
DDB_G0268556	psiE		PA14 domain-containing protein
DDB_G0268558	DDB_G0268558		
DDB_G0268560	DDB_G0268560		SWIM-type zinc finger domain-containing protein
DDB_G0268562	DDB_G0268562		
DDB_G0268564	DDB_G0268564		transmembrane protein, putative peroxisomal membrane protein
DDB_G0268566	DDB_G0268566		
DDB_G0268568	DDB_G0268568		
DDB_G0268570	DDB_G0268570		
DDB_G0268572	DDB_G0268572		
DDB_G0268574	eIF4e		eukaryotic translation initiation factor 4E
DDB_G0268576	DDB_G0268576		
DDB_G0268578	gefV	RasGEFV, RasGEF	RasGEF domain-containing protein, leucine-rich repeat-containing protein (LRR)
DDB_G0268580	DDB_G0268580_RTE		reverse transcriptase
DDB_G0268582	DDB_G0268582_RTE		gag
DDB_G0268584	DDB_G0268584		
DDB_G0268586	DDB_G0268586		
DDB_G0268588	DDB_G0268588		
DDB_G0268590	DDB_G0268590		unknown
DDB_G0268592	dlpA		dynamin like protein
DDB_G0268594	DDB_G0268594		
DDB_G0268596	DDB_G0268596_RTE		gag
DDB_G0268598	DDB_G0268598		Pol.
DDB_G0268600	uduB		unknown
DDB_G0268602	DDB_G0268602		
DDB_G0268604	DDB_G0268604		
DDB_G0268606	DDB_G0268606		5'-B-MODULE (Fragment).
DDB_G0268608	DDB_G0268608_RTE		gag, Multifunctional protein (Fragment).
DDB_G0268610	DDB_G0268610		Pol.
DDB_G0268612	DDB_G0268612		Similar to Dictyostelium discoideum (Slime mold). hypothetical 97.7 kDa protein.
DDB_G0268614	msh6		mutS homolog, DNA mismatch repair protein
DDB_G0268616	mtaA	CP224, DdCP224	XMAP215 family protein, centrosomal protein 224 kDa
DDB_G0268618	pinA		PinA (Fragment).
DDB_G0268620	pkbA	Akt, PKB, pkfC, DK1, AktPKB	protein serine/threonine kinase, protein kinase, AGC group, AKT family protein kinase, AKT/PKB protein kinase
DDB_G0268622	rac1B		Rho GTPase
DDB_G0268624	DDB_G0268624		UPF0405 family protein
DDB_G0268626	DDB_G0268626		EGF-like domain-containing protein
DDB_G0268628	pykA	PDXK	pyridoxal kinase
DDB_G0268630	spsA		spermidine synthase
DDB_G0268632	abpA	actnA, actin binding protein A, actin bundling protein	alpha actinin 1
DDB_G0268634	pde3	DdPDE3	cGMP-specific phosphodiesterase
DDB_G0268636	roco11		leucine-rich repeat-containing protein (LRR), protein kinase, TKL group, tyrosine kinase-like protein, ROCO family protein kinase
DDB_G0268638	dstB	STATb, Dd-STATb	signal transducer and activator of transcription (STAT) family protein
DDB_G0268640	DDB_G0268640		unknown
DDB_G0268642	DDB_G0268642		putative protein serine/threonine kinase, putative eukaryotic translation initiation factor 2 alpha (eIF2alpha) kinase, PEK family protein kinase
DDB_G0268644	DDB_G0268644		
DDB_G0268646	DDB_G0268646		unknown
DDB_G0268650	DDB_G0268650		
DDB_G0268652	DDB_G0268652		3'(2'),5'-bisphosphate nucleotidase, 3'(2'),5'-bisphosphonucleoside 3'(2')-phosphohydrolase, inositol monophosphatase, HAL2 family protein
DDB_G0268654	DDB_G0268654		
DDB_G0268656	DDB_G0268656		putative protein serine/threonine kinase, ULK-related protein kinase
DDB_G0268658	DDB_G0268658		
DDB_G0268660	DDB_G0268660		DNA2/NAM7 helicase family protein
DDB_G0268662	DDB_G0268662		DNA2/NAM7 helicase family protein
DDB_G0268664	aatA		aspartate aminotransferase, aspartate transaminase
DDB_G0268666	DDB_G0268666		
DDB_G0268668	cycH		cyclin, putative H-type cyclin
DDB_G0268670	DDB_G0268670		
DDB_G0268672	DDB_G0268672		
DDB_G0268674	DDB_G0268674		
DDB_G0268676	DDB_G0268676		
DDB_G0268678	DDB_G0268678	NELF-C/D	TH1 family protein, negative transcription elongation factor NELF subunit
DDB_G0268680	DDB_G0268680		
DDB_G0268682	DDB_G0268682		
DDB_G0268684	DDB_G0268684		
DDB_G0268686	DDB_G0268686		
DDB_G0268688	DDB_G0268688		
DDB_G0268690	DDB_G0268690		
DDB_G0268692	DDB_G0268692		
DDB_G0268694	DDB_G0268694		
DDB_G0268696	DDB_G0268696		
DDB_G0268698	DDB_G0268698		ENTH/VHS domain-containing protein, protein of unknown function DUF2043
DDB_G0268702	copD		coatomer protein complex delta subunit
DDB_G0268704	DDB_G0268704		
DDB_G0268706	ints3	INT3	integrator complex subunit 3
DDB_G0268708	DDB_G0268708		
DDB_G0268710	DDB_G0268710		
DDB_G0268712	DDB_G0268712		unknown
DDB_G0268714	ctu2		cytosolic thiouridylase subunit 2
DDB_G0268716	lsm5		LSM (like-Sm) domain-containing protein, putative U6 small nuclear ribonucleoparticle-associated protein
DDB_G0268718	DDB_G0268718		
DDB_G0268720	selk		selenoprotein K
DDB_G0268722	DDB_G0268722		Pol.
DDB_G0268724	DDB_G0268724		Pol.
DDB_G0268726	DDB_G0268726		
DDB_G0268728	DDB_G0268728		
DDB_G0268730	DDB_G0268730		
DDB_G0268732	DDB_G0268732		
DDB_G0268734	DDB_G0268734		
DDB_G0268736	DDB_G0268736		
DDB_G0268738	DDB_G0268738		
DDB_G0268740	DDB_G0268740		carboxylic ester hydrolase
DDB_G0268742	DDB_G0268742		Chrysanthemyl diphosphate synthase.
DDB_G0268744	act23		actin
DDB_G0268746	DDB_G0268746		UBX domain-containing protein
DDB_G0268748	DDB_G0268748		putative actin fragmin kinase, putative AFK family protein kinase
DDB_G0268750	DDB_G0268750		
DDB_G0268752	DDB_G0268752		
DDB_G0268754	DDB_G0268754		glycoside hydrolase family 47 protein, mannosyl-oligosaccharide 1,2-alpha-mannosidase
DDB_G0268756	DDB_G0268756		
DDB_G0268758	ola1		Obg-like ATPase
DDB_G0268760	rabQ		Rab GTPase
DDB_G0268762	DDB_G0268762		
DDB_G0268764	DDB_G0268764		
DDB_G0268766	DDB_G0268766		
DDB_G0268768	DDB_G0268768		
DDB_G0268770	DDB_G0268770		
DDB_G0268772	DDB_G0268772		
DDB_G0268774	DDB_G0268774		
DDB_G0268776	gatB		glutamyl-tRNA(Gln) amidotransferase B subunit
DDB_G0268778	rbbB		ARID/BRIGHT DNA binding domain-containing protein, transcription factor jumonji, jmjC domain-containing protein, transcription factor jumonji, jmjN domain-containing protein, putative Retinoblastoma (Rb) binding protein
DDB_G0268780	DDB_G0268780		
DDB_G0268782	DDB_G0268782		
DDB_G0268784	DDB_G0268784		
DDB_G0268786	DDB_G0268786		
DDB_G0268788	DDB_G0268788		
DDB_G0268790	DDB_G0268790		
DDB_G0268792	gtaF		putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 6
DDB_G0268794	bub2		RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP), putative mitotic checkpoint protein
DDB_G0268796	DDB_G0268796		
DDB_G0268798	DDB_G0268798		
DDB_G0268800	DDB_G0268800		
DDB_G0268802	gpaJ	Galpha10, Ga10, gpa10	G-protein subunit alpha 10
DDB_G0268804	DDB_G0268804		
DDB_G0268806	DDB_G0268806		
DDB_G0268808	DDB_G0268808		
DDB_G0268810	DDB_G0268810		transmembrane protein, magnesium-translocating P-type ATPase
DDB_G0268812	DDB_G0268812		putative actin fragmin kinase, putative AFK family protein kinase
DDB_G0268814	DDB_G0268814		
DDB_G0268816	DDB_G0268816		
DDB_G0268818	DDB_G0268818		
DDB_G0268820	DDB_G0268820		
DDB_G0268822	DDB_G0268822		
DDB_G0268824	DDB_G0268824		
DDB_G0268826	DDB_G0268826		
DDB_G0268828	DDB_G0268828		unknown
DDB_G0268830	DDB_G0268830		
DDB_G0268832	DDB_G0268832		
DDB_G0268834	DDB_G0268834		
DDB_G0268836	DDB_G0268836		
DDB_G0268838	DDB_G0268838		
DDB_G0268840	atg10		autophagy protein 10
DDB_G0268842	DDB_G0268842		
DDB_G0268844	DDB_G0268844		
DDB_G0268846	DDB_G0268846		
DDB_G0268848	DDB_G0268848		putative ATP binding protein
DDB_G0268850	DDB_G0268850		putative ATP binding protein
DDB_G0268852	DDB_G0268852		putative ATP binding protein
DDB_G0268854	gnt4		GlcNAc transferase, glycosyltransferase, alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
DDB_G0268856	DDB_G0268856		
DDB_G0268858	DDB_G0268858		P80 protein.
DDB_G0268860	rngB		RING zinc finger-containing protein, Kelch repeat-containing protein
DDB_G0268862	DDB_G0268862		
DDB_G0268864	DDB_G0268864		
DDB_G0268866	DDB_G0268866		
DDB_G0268868	nat10		putative N-acetyltransferase
DDB_G0268870	DDB_G0268870		
DDB_G0268872	DDB_G0268872		UBP-type zinc finger-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)
DDB_G0268874	DDB_G0268874		
DDB_G0268876	DDB_G0268876		filamin/ABP280 repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein
DDB_G0268878	DDB_G0268878		
DDB_G0268880	atxn10		ataxin-10
DDB_G0268882	DDB_G0268882		
DDB_G0268884	DDB_G0268884	osmC	osmotically inducible family protein
DDB_G0268886	vps13E		vacuolar protein sorting-associated protein 13 family protein
DDB_G0268888	zizD		DOCK family protein, putative guanine nucleotide exchange factor (GEF)
DDB_G0268890	DDB_G0268890		
DDB_G0268892	DDB_G0268892		unknown
DDB_G0268894	DDB_G0268894		
DDB_G0268896	DDB_G0268896		
DDB_G0268898	wdr75	UTP17	WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein
DDB_G0268900	DDB_G0268900		
DDB_G0268902	DDB_G0268902		
DDB_G0268904	DDB_G0268904		
DDB_G0268906	DDB_G0268906		
DDB_G0268908	racK_ps	racK	pseudogene
DDB_G0268910	rabT1		Rab GTPase
DDB_G0268912	DDB_G0268912		
DDB_G0268914	DDB_G0268914		
DDB_G0268916	DDB_G0268916		
DDB_G0268918	DDB_G0268918		
DDB_G0268920	srfC		putative MADS-box transcription factor
DDB_G0268922	DDB_G0268922		
DDB_G0268924	DDB_G0268924		
DDB_G0268926	DDB_G0268926		
DDB_G0268928	DDB_G0268928		phosphoesterase, PA-phosphatase related-family protein
DDB_G0268930	DDB_G0268930		
DDB_G0268932	DDB_G0268932		
DDB_G0268934	DDB_G0268934		LYR motif-containing protein
DDB_G0268936	DDB_G0268936		
DDB_G0268938	ube2w		ubiquitin-conjugating enzyme E2W
DDB_G0268940	DDB_G0268940		
DDB_G0268942	DDB_G0268942_RTE		gag
DDB_G0268944	DDB_G0268944		Pol.
DDB_G0268946	DDB_G0268946		
DDB_G0268948	DDB_G0268948		putative SAM dependent methyltransferase
DDB_G0268950	gpt6		putative glycophosphotransferase
DDB_G0268952	DDB_G0268952		
DDB_G0268954	DDB_G0268954		
DDB_G0268956	DDB_G0268956		
DDB_G0268958	DDB_G0268958_RTE		integrase
DDB_G0268960	DDB_G0268960		
DDB_G0268962	DDB_G0268962		
DDB_G0268964	DDB_G0268964		
DDB_G0268966	DDB_G0268966		
DDB_G0268968	DDB_G0268968		
DDB_G0268970	DDB_G0268970		Q9M643 Cycloeucalenol cycloisomerase (EC 5.5.1.9) (Cycloeucalenol-- obtusifoliol isomerase) (Cyclopropyl sterol isomerase).
DDB_G0268972	DDB_G0268972		
DDB_G0268974	DDB_G0268974		
DDB_G0268976	DDB_G0268976		
DDB_G0268978	DDB_G0268978		Pol.
DDB_G0268980	DDB_G0268980		
DDB_G0268982	DDB_G0268982		
DDB_G0268984	DDB_G0268984		
DDB_G0268986	DDB_G0268986		Pol.
DDB_G0268988	DDB_G0268988		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM
DDB_G0268990	DDB_G0268990		
DDB_G0268992	anapc10	APC10	anaphase promoting complex subunit 10
DDB_G0268994	manC		alpha-mannosidase
DDB_G0268996	DDB_G0268996		
DDB_G0268998	DDB_G0268998		
DDB_G0269000	DDB_G0269000		unknown
DDB_G0269004	DDB_G0269004		Similar to Strongylocentrotus purpuratus (Purple sea urchin). Fibropellin I (Epidermal growth factor-related protein 1) (UEGF-1).
DDB_G0269006	DDB_G0269006		C2H2-type zinc finger-containing protein, RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, D111/G-patch domain-containing protein
