SPCC5E4.05c	UniProtKB:O94305
SPAC9.12c	UniProtKB:Q9UT16
SPBC16C6.02c	UniProtKB:O42926
SPAC1039.10	UniProtKB:Q9UR06
SPAC13G6.11c	UniProtKB:Q09780
SPCC1827.07c	UniProtKB:Q9UU86
SPAC11D3.04c	UniProtKB:Q10083
SPAC19D5.06c	UniProtKB:O13836
SPBC3B9.05	UniProtKB:O43034
SPAC24C9.07c	UniProtKB:O13967
SPCC63.06	UniProtKB:Q9Y7T2
SPAC683.02c	UniProtKB:Q9HFF2
SPAC167.02	UniProtKB:P46960
SPBC8D2.15	UniProtKB:O13642
SPAC821.05	UniProtKB:Q9UT48
SPBC354.14c	UniProtKB:O43028
SPAC15E1.03	UniProtKB:Q9UTI8
SPAC1556.03	UniProtKB:Q09189
SPAC1F12.04c	UniProtKB:Q10346
SPBC725.02	UniProtKB:O94321
SPAC750.06c	UniProtKB:Q9P3E5
SPBC16D10.08c	UniProtKB:O94641
SPAC630.06c	UniProtKB:Q9UUH6
SPAC12G12.07c	UniProtKB:Q09871
SPBC106.07c	UniProtKB:Q9URV4
SPAC926.02	UniProtKB:Q9UUG6
SPBC1215.02c	UniProtKB:Q9Y809
SPAC26A3.02	UniProtKB:Q10159
SPAC25G10.05c	UniProtKB:P40373
SPBC1198.09	UniProtKB:Q9P6I1
SPAC23A1.04c	UniProtKB:O94726
SPAC5H10.13c	UniProtKB:Q09681
SPBC651.11c	UniProtKB:O94669
SPBPB2B2.02	UniProtKB:Q9HDV1
SPAC10F6.15	UniProtKB:O42654
SPCC737.03c	UniProtKB:O13681
SPCC576.07	UniProtKB:O74891
SPAC688.06c	UniProtKB:Q9P6M0
SPBC4B4.06	UniProtKB:O74967
SPAC2G11.11c	UniProtKB:Q03319
SPBC28F2.04c	UniProtKB:Q9USV3
SPCC132.02	UniProtKB:Q9USN7
SPBC4.03c	UniProtKB:Q9USS7
SPAC6G10.06	UniProtKB:O14252
SPBC1105.09	UniProtKB:Q9Y818
SPCC16C4.04	UniProtKB:O74449
SPAC1565.02c	UniProtKB:Q9P3B1
SPBC646.07c	UniProtKB:O94511
SPBC31F10.03	UniProtKB:P87305
SPBC577.13	UniProtKB:Q9USQ6
SPAC13D6.01	UniProtKB:Q10223
SPAC2C4.16c	UniProtKB:O14049
SPBC1683.07	UniProtKB:Q9P6J3
SPCC4G3.18	UniProtKB:P87243
SPCC417.02	UniProtKB:O94483
SPBPB21E7.07	UniProtKB:Q8NIL3
SPBC3D6.05	UniProtKB:P87170
SPCC794.06	UniProtKB:O59815
SPAC1782.12c	UniProtKB:Q9P7G8
SPCC1682.13	UniProtKB:O74443
SPCC1672.12c	UniProtKB:O74432
SPBC29A10.07	UniProtKB:O94385
SPBC12C2.12c	UniProtKB:Q09751
SPAC1610.02c	UniProtKB:Q9P6M9
SPAPB1A11.03	UniProtKB:Q9HDX2
SPBC609.01	UniProtKB:O94525
SPAC25A8.01c	UniProtKB:O42861
SPBC2D10.10c	UniProtKB:P35551
SPAC17H9.06c	UniProtKB:O13803
SPBC17G9.10	UniProtKB:Q10157
SPAC18G6.01c	UniProtKB:Q10102
SPBC4F6.04	UniProtKB:O74391
SPAC328.07c	UniProtKB:Q9P3T9
SPAC139.05	UniProtKB:Q9UTM8
SPAC3G6.11	UniProtKB:O14147
SPAC19G12.11	UniProtKB:O13850
SPAC664.06	UniProtKB:P17937
SPCC1795.04c	UniProtKB:O59770
SPCC74.01	UniProtKB:O74534
SPBC1709.05	UniProtKB:Q10284
SPCC16A11.03c	UniProtKB:Q9USN2
SPCC1739.07	UniProtKB:O74469
SPBC19C2.01	UniProtKB:Q10752
SPCC31H12.06	UniProtKB:O74872
SPCC1753.01c	UniProtKB:Q92373
SPBC713.12	UniProtKB:Q9C1W3
SPBC17D1.03c	UniProtKB:Q10205
SPAC3F10.03	UniProtKB:Q10179
SPAC521.03	UniProtKB:Q9P7B4
SPCC191.07	UniProtKB:P00046
SPAC13C5.02	UniProtKB:Q09685
SPAC328.02	UniProtKB:Q9P3U4
SPAC25B8.04c	UniProtKB:Q9UTB4
SPCC550.10	UniProtKB:O59808
SPBC530.06c	UniProtKB:O59742
SPAC1F8.02c	UniProtKB:Q92340
SPAC821.11	UniProtKB:Q9UT44
SPBC36.01c	UniProtKB:O59698
SPAC1006.06	UniProtKB:Q9UTR5
SPBC119.06	UniProtKB:O42899
SPAC23H4.07c	UniProtKB:O13950
SPAC31A2.13c	UniProtKB:Q09730
SPBC146.11c	UniProtKB:Q9Y800
SPCC757.06	UniProtKB:O74917
SPBC15C4.04c	UniProtKB:O60113
SPBC887.16	UniProtKB:O94299
SPBC660.08	UniProtKB:O94427
SPBC29A3.01	UniProtKB:O59666
SPAC3H8.09c	UniProtKB:Q10145
SPCP31B10.04	UniProtKB:Q9USH0
SPBPB2B2.12c	UniProtKB:Q9HDU3
SPCC23B6.04c	UniProtKB:Q9UU99
SPBC13G1.10c	UniProtKB:O60072
SPBC1347.14c	UniProtKB:Q2HQL6
SPBC21C3.12c	UniProtKB:Q9P7L1
SPBC4B4.10c	UniProtKB:O74971
SPAPB2B4.02	UniProtKB:Q9HDW8
SPAC2H10.02c	UniProtKB:O94393
SPBC336.04	UniProtKB:P30316
SPBC16A3.06	UniProtKB:O42912
SPCC320.05	UniProtKB:O59782
SPBC16E9.14c	UniProtKB:O14329
SPBC1539.09c	UniProtKB:Q92370
SPAC25B8.17	UniProtKB:Q9UTA3
SPBC11C11.09c	UniProtKB:O74306
SPBC3E7.16c	UniProtKB:O59736
SPCC1281.03c	UniProtKB:O94520
SPBC19C7.05	UniProtKB:O60154
SPAC144.08	UniProtKB:Q9UTL6
SPBC21C3.15c	UniProtKB:Q9P7K9
SPCC1795.05c	UniProtKB:O59771
SPMIT.05	UniProtKB:P05501
SPCC1281.05	UniProtKB:O94522
SPCC576.17c	UniProtKB:O74899
SPAC1805.02c	UniProtKB:Q9UTH2
SPBC1734.13	UniProtKB:O74754
SPCC1739.13	UniProtKB:O59855
SPAC458.06	UniProtKB:Q9P3W2
SPBC1685.11	UniProtKB:O74331
SPAC4H3.14c	UniProtKB:Q10221
SPAC29A4.12c	UniProtKB:O14015
SPAC2G11.09	UniProtKB:Q09809
SPAC1851.03	UniProtKB:P40232
SPBC3B9.13c	UniProtKB:P17477
SPBP35G2.06c	UniProtKB:Q9P797
SPCC31H12.02c	UniProtKB:O74870
SPBC17G9.11c	UniProtKB:Q9UUE1
SPAC18B11.02c	UniProtKB:Q09709
SPBC20F10.04c	UniProtKB:Q6BDR8
SPAC31A2.03	UniProtKB:Q09724
SPAC11D3.03c	UniProtKB:Q10082
SPBC530.13	UniProtKB:O59748
SPBC1105.04c	UniProtKB:P49777
SPAC24H6.12c	UniProtKB:Q09765
SPCC1442.07c	UniProtKB:O94580
SPAC688.08	UniProtKB:Q9P6L8
SPBC16E9.13	UniProtKB:O14328
SPCC18B5.06	UniProtKB:Q9USL5
SPAC17A2.08c	UniProtKB:O13758
SPCC4B3.02c	UniProtKB:Q9USJ2
SPAC1834.11c	UniProtKB:Q9P7Q4
SPMIT.04	UniProtKB:P14575
SPAC11E3.13c	UniProtKB:O13692
SPBC14F5.08	UniProtKB:O60104
SPCC24B10.14c	UniProtKB:Q9P7J2
SPAC513.06c	UniProtKB:Q9UT60
SPCC1742.01	UniProtKB:Q9P6S0
SPAC6B12.09	UniProtKB:O14214
SPBC4F6.08c	UniProtKB:O74394
SPBC651.04	UniProtKB:O94662
SPBC29A3.14c	UniProtKB:O13339
SPAPB1E7.03	UniProtKB:Q9C106
SPAPB17E12.05	UniProtKB:P59289
SPBC56F2.05c	UniProtKB:O60056
SPBP8B7.18c	UniProtKB:O94266
SPAC11E3.05	UniProtKB:O13686
SPAC17G8.10c	UniProtKB:Q10322
SPBC24C6.02	UniProtKB:O74764
SPAPB24D3.09c	UniProtKB:Q9C0Y5
SPAC11D3.02c	UniProtKB:Q10081
SPAPB15E9.01c	UniProtKB:Q8TFG9
SPBC146.01	UniProtKB:Q9Y808
SPBC32F12.02	UniProtKB:Q09150
SPAC23H4.01c	UniProtKB:O13944
SPAC16E8.17c	UniProtKB:O13750
SPCC825.01	UniProtKB:Q9USH9
SPAC19G12.05	UniProtKB:O13844
SPAC8F11.07c	UniProtKB:O75004
SPBC646.08c	UniProtKB:O94512
SPAC664.15	UniProtKB:Q9P7I3
SPBC27B12.05	UniProtKB:O42996
SPCC1442.04c	UniProtKB:O94577
SPBC336.12c	UniProtKB:P01129
SPAC17G6.13	UniProtKB:O13791
SPBC691.01	UniProtKB:Q9C0W9
SPAC18G6.02c	UniProtKB:Q10103
SPAC25B8.13c	UniProtKB:P40902
SPBC26H8.02c	UniProtKB:O74786
SPBC2D10.19c	UniProtKB:O74809
SPBC651.01c	UniProtKB:O94659
SPAC20G4.04c	UniProtKB:P78955
SPBC8D2.07c	UniProtKB:O13650
SPBC211.06	UniProtKB:Q9P7R5
SPBC3H7.06c	UniProtKB:O74381
SPBP8B7.12c	UniProtKB:O94261
SPBC577.04	UniProtKB:Q9USR5
SPAC57A10.12c	UniProtKB:P32747
SPAC13G6.06c	UniProtKB:Q09785
SPBC13A2.04c	UniProtKB:Q9P380
SPBPB2B2.15	UniProtKB:Q9P3V4
SPCC306.04c	UniProtKB:Q9Y7R4
SPBC21B10.08c	UniProtKB:P78833
SPAC3F10.10c	UniProtKB:P31397
SPBC354.05c	UniProtKB:O43019
SPBC1703.06	UniProtKB:Q9P7W4
SPAC25H1.07	UniProtKB:O13981
SPBC3B8.01c	UniProtKB:O59710
SPBC1709.02c	UniProtKB:O75005
SPBC21H7.07c	UniProtKB:P40374
SPAPB18E9.02c	UniProtKB:Q8TFG6
SPBC428.20c	UniProtKB:Q9USQ2
SPCC1442.10c	UniProtKB:P37382
SPBC15D4.04	UniProtKB:P42881
SPCC622.16c	UniProtKB:O94603
SPCC584.02	UniProtKB:O94588
SPCC830.04c	UniProtKB:Q9UU95
SPAC824.04	UniProtKB:Q9UT39
SPAC1039.08	UniProtKB:Q9US33
SPAC1039.11c	UniProtKB:Q9URX4
SPCC645.09	UniProtKB:Q9Y7U8
SPAC1565.03	UniProtKB:Q9P3B0
SPBC713.07c	UniProtKB:Q9C1W8
SPAC1834.04	UniProtKB:P09988
SPBC1861.03	UniProtKB:Q9USY3
SPBC646.12c	UniProtKB:P33277
SPAC1142.06	UniProtKB:Q9P7F8
SPAC23H3.14	UniProtKB:O13943
SPBP8B7.01c	UniProtKB:O94251
SPCC417.07c	UniProtKB:O94488
SPAC24B11.13	UniProtKB:Q09899
SPAC29A4.13	UniProtKB:O14016
SPAC1002.10c	UniProtKB:Q9US49
SPAC3H1.02c	UniProtKB:Q10068
SPBC18E5.12c	UniProtKB:O94745
SPAC3H1.09c	UniProtKB:Q10074
SPBC800.03	UniProtKB:P56523
SPCC31H12.08c	UniProtKB:O74874
SPCC1450.12	UniProtKB:Q9Y7N9
SPBC18H10.16	UniProtKB:O60146
SPCC1442.15c	UniProtKB:O94587
SPAC140.01	UniProtKB:P21911
SPBC713.06	UniProtKB:Q9C1W9
SPAC26H5.08c	UniProtKB:O13990
SPBC21D10.05c	UniProtKB:O74345
SPAC25B8.03	UniProtKB:Q9UTB5
SPAC12B10.15c	UniProtKB:Q10448
SPAC22H12.02	UniProtKB:O94436
SPBC685.02	UniProtKB:Q9Y7L4
SPBC2F12.12c	UniProtKB:O14342
SPBC902.02c	UniProtKB:Q9USQ1
SPAP8A3.03	UniProtKB:Q9UT11
SPBC1198.12	UniProtKB:O94423
SPBC1711.12	UniProtKB:Q9P778
SPAC7D4.05	UniProtKB:O14262
SPBC119.17	UniProtKB:O42908
SPAC1565.07c	UniProtKB:Q9P3A8
SPBC409.09c	UniProtKB:Q9UUB5
SPCC70.02c	UniProtKB:O74523
SPBC14F5.03c	UniProtKB:O60100
SPAC57A7.11	UniProtKB:P87141
SPBC19C2.04c	UniProtKB:Q9UUD6
SPAC343.10	UniProtKB:O74927
SPCP31B10.08c	UniProtKB:Q9USG6
SPBC16A3.09c	UniProtKB:O42915
SPAC1071.04c	UniProtKB:Q9UTQ9
SPCC338.08	UniProtKB:O74986
SPBC11B10.08	UniProtKB:O13598
SPAC2E1P3.05c	UniProtKB:Q9P7F1
SPAC19D5.02c	UniProtKB:O13832
SPCC1183.06	UniProtKB:O74834
SPAC6G9.13c	UniProtKB:Q92358
SPAC25B8.07c	UniProtKB:Q9UTB1
SPAC22H10.12c	UniProtKB:Q10305
SPCC1223.08c	UniProtKB:P36591
SPCC285.17	UniProtKB:O74503
SPAC26A3.09c	UniProtKB:Q10164
SPCC2H8.04	UniProtKB:Q9Y7R1
SPBC577.05c	UniProtKB:Q9USR4
SPAC17C9.13c	UniProtKB:P38937
SPAC2F3.07c	UniProtKB:O14090
SPAC644.08	UniProtKB:Q9P6Q2
SPAC20G8.04c	UniProtKB:P87111
SPBC26H8.04c	UniProtKB:O74788
SPBP22H7.02c	UniProtKB:O13620
SPBC651.07	UniProtKB:O94665
SPBP35G2.05c	UniProtKB:P40234
SPBC146.14c	UniProtKB:Q9UUF7
SPBC887.17	UniProtKB:O94300
SPAPJ695.01c	UniProtKB:Q9URW1
SPCPB16A4.02c	UniProtKB:Q96WV2
SPCC306.03c	UniProtKB:Q9Y7R3
SPBC2G2.09c	UniProtKB:O43008
SPAC25B8.02	UniProtKB:Q9UTB6
SPAC6G9.03c	UniProtKB:Q92348
SPBC1685.01	UniProtKB:O13453
SPAC1B2.02c	UniProtKB:Q9UTF8
SPCC63.07	UniProtKB:Q9Y7T3
SPAC4A8.09c	UniProtKB:O14161
SPAC4G8.03c	UniProtKB:Q09829
SPBC1861.02	UniProtKB:Q9USY4
SPBC1709.10c	UniProtKB:O74735
SPAC637.10c	UniProtKB:O94444
SPAC4G9.20c	UniProtKB:Q10248
SPCC24B10.21	UniProtKB:P07669
SPAC15E1.04	UniProtKB:Q9UTI7
SPBC1289.04c	UniProtKB:O74653
SPCC1450.16c	UniProtKB:Q9Y7P3
SPBC14C8.06	UniProtKB:P78774
SPAC23A1.03	UniProtKB:O42842
SPAC1002.16c	UniProtKB:Q9US44
SPBC29A3.09c	UniProtKB:O59672
SPCC74.04	UniProtKB:O74537
SPCC16A11.17	UniProtKB:P29458
SPBC651.12c	UniProtKB:O94670
SPCC18B5.07c	UniProtKB:Q9USL4
SPBC365.02c	UniProtKB:Q9Y7Y4
SPCC757.03c	UniProtKB:O74914
SPAP27G11.05c	UniProtKB:Q9P7N3
SPBC16H5.10c	UniProtKB:O42945
SPAC589.04	UniProtKB:Q9HE00
SPBP4H10.11c	UniProtKB:Q9P7D7
SPAC26H5.09c	UniProtKB:O13991
SPAC637.13c	UniProtKB:O94447
SPBC13E7.09	UniProtKB:Q9P6R1
SPCC16A11.09c	UniProtKB:Q9USM7
SPBC1289.16c	UniProtKB:O42890
SPBC3B8.02	UniProtKB:P79007
SPCC330.06c	UniProtKB:O14313
SPCC622.03c	UniProtKB:O94593
SPAC4H3.05	UniProtKB:Q10213
SPAC977.12	UniProtKB:Q9UTS7
SPBC3B9.06c	UniProtKB:O43035
SPBC29A3.16	UniProtKB:O59678
SPBC14F5.06	UniProtKB:O60102
SPBC342.06c	UniProtKB:Q9Y7Y5
SPCC1919.09	UniProtKB:O94476
SPMIT.03	UniProtKB:P22190
SPBC18H10.11c	UniProtKB:O60142
SPBC609.02	UniProtKB:O94526
SPBC1105.07c	UniProtKB:Q9Y820
SPAC1805.06c	UniProtKB:P78974
SPCC24B10.12	UniProtKB:Q9P7J3
SPBC16C6.10	UniProtKB:O42934
SPAC2F3.17c	UniProtKB:Q9UUI1
SPAC31A2.11c	UniProtKB:Q09728
SPAC3F10.11c	UniProtKB:Q10185
SPAC17G8.13c	UniProtKB:Q10325
SPCC16A11.10c	UniProtKB:Q9USM6
SPAC29A4.03c	UniProtKB:O14006
SPAC22A12.15c	UniProtKB:P36604
SPBC800.13	UniProtKB:Q9HGK9
SPAC19B12.13	UniProtKB:Q86ZU7
SPBC543.02c	UniProtKB:Q9HGM9
SPAC6C3.06c	UniProtKB:Q10309
SPCC132.03	UniProtKB:Q9USN6
SPCC4G3.17	UniProtKB:P87242
SPAC139.06	UniProtKB:Q9UTM7
SPBC19F8.02	UniProtKB:O60166
SPCP31B10.05	UniProtKB:Q9USG9
SPCC1795.02c	UniProtKB:O59768
SPBC1198.13c	UniProtKB:O94424
SPCC4G3.06c	UniProtKB:P87232
SPBC354.11c	UniProtKB:O43025
SPAC27F1.10	UniProtKB:Q9C112
SPCP31B10.03c	UniProtKB:Q9USH1
SPBC2G2.10c	UniProtKB:O43009
SPAPB8E5.03	UniProtKB:P50537
SPBC1861.08c	UniProtKB:Q9USX8
SPAPB1E7.05	UniProtKB:Q9C104
SPAC17D4.02	UniProtKB:O74113
SPAC12B10.09	UniProtKB:Q10442
SPCC417.03	UniProtKB:O94484
SPCC1795.03	UniProtKB:P87041
SPAC1687.01	UniProtKB:Q09177
SPAC977.03	UniProtKB:Q9P7U5
SPCC569.07	UniProtKB:Q9Y7S6
SPAC1486.04c	UniProtKB:Q9UTK5
SPAC22A12.13	UniProtKB:O13904
SPBP35G2.10	UniProtKB:Q9P793
SPAC23D3.11	UniProtKB:Q09851
SPAC4F10.04	UniProtKB:O36016
SPAC19D5.04	UniProtKB:O13834
SPAC1B3.18c	UniProtKB:O13882
SPCC965.08c	UniProtKB:O59828
SPBC1683.08	UniProtKB:O59932
SPAC3H1.05	UniProtKB:Q10071
SPAC16.02c	UniProtKB:P78814
SPCC794.04c	UniProtKB:O59814
SPBPB2B2.05	UniProtKB:Q9HDV0
SPBC1685.06	UniProtKB:O74326
SPBC19F8.04c	UniProtKB:O60168
SPAC4H3.11c	UniProtKB:Q10218
SPCC576.08c	UniProtKB:O74892
SPAC20G8.03	UniProtKB:P87110
SPCC61.05	UniProtKB:O94349
SPBP4H10.18c	UniProtKB:Q9P7D1
SPBC405.01	UniProtKB:P20772
SPAC4H3.10c	UniProtKB:Q10208
SPCC31H12.03c	UniProtKB:O74871
SPBC25B2.11	UniProtKB:O74783
SPBC409.10	UniProtKB:Q9UUB4
SPBC26H8.03	UniProtKB:O74787
SPAC22E12.05c	UniProtKB:Q10358
SPBC1773.15	UniProtKB:O94572
SPBC216.07c	UniProtKB:Q9Y7K2
SPAC6F12.06	UniProtKB:O14224
SPBC1711.02	UniProtKB:P10840
SPAC31G5.06	UniProtKB:O14106
SPBC1198.14c	UniProtKB:P09202
SPAC521.02	UniProtKB:Q9P7B5
SPAC16E8.14c	UniProtKB:O13748
SPBC3E7.14	UniProtKB:O59734
SPAC1B3.03c	UniProtKB:Q11004
SPAC9.06c	UniProtKB:Q9UT22
SPBC1709.06	UniProtKB:O74731
SPAC56E4.03	UniProtKB:O14192
SPAC1952.15c	UniProtKB:Q9UUJ4
SPBC359.04c	UniProtKB:Q9P5N1
SPAC8C9.17c	UniProtKB:O14285
SPAC959.05c	UniProtKB:Q9P4X1
SPAC17H9.05	UniProtKB:O13802
SPAC16C9.07	UniProtKB:Q09815
SPBC19C2.02	UniProtKB:P40999
SPAC227.03c	UniProtKB:Q9UTD6
SPAC1002.18	UniProtKB:Q9US42
SPCC1682.10	UniProtKB:O74440
SPBC660.05	UniProtKB:O94425
SPBC3D6.08c	UniProtKB:P87173
SPAC4F10.19c	UniProtKB:O36031
SPAC821.12	UniProtKB:O13310
SPAPB24D3.07c	UniProtKB:Q9C0Y7
SPCC1620.08	UniProtKB:O94415
SPBC83.03c	UniProtKB:O94687
SPBP4H10.21c	UniProtKB:Q9P7C8
SPAC15A10.10	UniProtKB:O13730
SPCC1739.12	UniProtKB:P36614
SPBC106.08c	UniProtKB:Q9URV3
SPCC1906.01	UniProtKB:O74484
SPAC23C4.11	UniProtKB:O13931
SPBC25B2.06c	UniProtKB:O74778
SPBC337.09	UniProtKB:O74820
SPAC688.09	UniProtKB:Q9P6L7
SPAC3A12.06c	UniProtKB:P87122
SPAC458.05	UniProtKB:P50520
SPBC16D10.10	UniProtKB:O94642
SPBC1348.03	UniProtKB:Q9P3V7
SPAC27F1.04c	UniProtKB:Q10173
SPAC23G3.06	UniProtKB:Q9P7S7
SPAC18G6.06	UniProtKB:Q10106
SPAPB2B4.03	UniProtKB:P36630
SPBC2A9.03	UniProtKB:Q9Y7K5
SPBC3D6.02	UniProtKB:P87167
SPBC26H8.09c	UniProtKB:O74792
SPAC1565.06c	UniProtKB:P87027
SPBC31E1.05	UniProtKB:O94652
SPAC589.02c	UniProtKB:Q9HE02
SPAC8F11.08c	UniProtKB:Q9UT29
SPBC1709.11c	UniProtKB:O74736
SPAC13A11.01c	UniProtKB:Q09697
SPBP8B7.06	UniProtKB:P08094
SPCC306.02c	UniProtKB:Q9UUN5
SPBC947.06c	UniProtKB:O43081
SPAC3H1.01c	UniProtKB:Q10067
SPBP23A10.14c	UniProtKB:Q9P7X2
SPBC21C3.09c	UniProtKB:Q9P7L4
SPMIT.06	UniProtKB:P05511
SPCC1795.10c	UniProtKB:Q1MTR8
SPBC2D10.17	UniProtKB:O74808
SPBC211.02c	UniProtKB:Q9P7R9
SPBC365.03c	UniProtKB:Q9UUC1
SPCC1827.05c	UniProtKB:O74978
SPAC1071.09c	UniProtKB:Q9UTQ5
SPBC29A3.17	UniProtKB:O59679
SPBC16C6.13c	UniProtKB:O42937
SPAC8E11.01c	UniProtKB:O42878
SPAPJ698.02c	UniProtKB:Q9P546
SPAC688.07c	UniProtKB:Q9P6L9
SPCC1840.05c	UniProtKB:O74478
SPAC1556.04c	UniProtKB:Q09190
SPAC977.02	UniProtKB:Q9P332
SPAC823.16c	UniProtKB:Q9P6N1
SPAC29A4.04c	UniProtKB:O14007
SPBC2G2.16	UniProtKB:O43014
SPAC25B8.16	UniProtKB:Q9UTA4
SPAC22A12.01c	UniProtKB:Q10264
SPBC83.10	UniProtKB:O94694
SPCC1827.06c	UniProtKB:P78780
SPAC3G9.07c	UniProtKB:O13298
SPCC16A11.02	UniProtKB:Q9USN3
SPAC19B12.02c	UniProtKB:Q9P378
SPAC6F6.06c	UniProtKB:O14239
SPCC1682.09c	UniProtKB:O74439
SPAC13G6.15c	UniProtKB:Q09791
SPAC22F8.06	UniProtKB:Q9UQY2
SPAC328.08c	UniProtKB:Q9P3T8
SPCC16C4.15	UniProtKB:Q9Y7P4
SPAC17C9.03	UniProtKB:Q10475
SPAC12G12.04	UniProtKB:Q09864
SPCC1919.13c	UniProtKB:O94480
SPAC19A8.07c	UniProtKB:O13823
SPAC13G6.12c	UniProtKB:P30597
SPAC1250.07	UniProtKB:A6X980
SPCC191.06	UniProtKB:Q9Y7Q0
SPBC530.14c	UniProtKB:P36616
SPCC576.01c	UniProtKB:O74885
SPCC16C4.20c	UniProtKB:Q9P7Z9
SPAC27E2.03c	UniProtKB:O13998
SPAC25H1.06	UniProtKB:Q9Y825
SPAC1071.07c	UniProtKB:Q9UTQ6
SPAC1952.14c	UniProtKB:Q9UUJ5
SPAC17A5.08	UniProtKB:O13770
SPAC56F8.10	UniProtKB:Q10258
SPCC188.07	UniProtKB:Q10432
SPAC23D3.10c	UniProtKB:Q09850
SPBPB2B2.09c	UniProtKB:Q9HDU6
SPAC17G6.10	UniProtKB:O13788
SPAC16.03c	UniProtKB:Q9UTI0
SPAC9E9.12c	UniProtKB:Q92337
SPAC11H11.05c	UniProtKB:Q9UTP3
SPAC4A8.03c	UniProtKB:O14156
SPAC328.05	UniProtKB:Q9P3U1
SPCC162.10	UniProtKB:O74426
SPBC119.04	UniProtKB:P08090
SPAC167.04	UniProtKB:O94539
SPBC29A3.13	UniProtKB:O59676
SPBC1271.01c	UniProtKB:O94334
SPCC417.15	UniProtKB:A6X995
SPBC4.07c	UniProtKB:P36612
SPAC3C7.14c	UniProtKB:P30821
SPBC215.06c	UniProtKB:O94311
SPBC25H2.04c	UniProtKB:P87146
SPAC19G12.04	UniProtKB:O13843
SPAC56E4.04c	UniProtKB:P78820
SPCC330.08	UniProtKB:O74878
SPBP35G2.13c	UniProtKB:Q9P790
SPAC6F6.11c	UniProtKB:O14242
SPBC13G1.09	UniProtKB:O60071
SPBP23A10.07	UniProtKB:Q9P7X8
SPAC1565.05	UniProtKB:Q9P3A9
SPCC24B10.22	UniProtKB:Q12704
SPBC4.02c	UniProtKB:Q9USS8
SPBC577.07	UniProtKB:Q9USR2
SPAC17A5.04c	UniProtKB:O13766
SPCC1322.07c	UniProtKB:O94546
SPBC1198.11c	UniProtKB:Q9P6H9
SPBC211.05	UniProtKB:Q9P7R6
SPAC869.01	UniProtKB:Q9URY4
SPAC2G11.10c	UniProtKB:Q09810
SPAC144.16	UniProtKB:Q9UTL0
SPBC6B1.03c	UniProtKB:O43067
SPCC1442.02	UniProtKB:Q76PC4
SPBC83.14c	UniProtKB:O94697
SPAC1296.06	UniProtKB:O94613
SPBC725.12	UniProtKB:O94328
SPBC19G7.14c	UniProtKB:O42962
SPAC29A4.14c	UniProtKB:O14017
SPAC140.02	UniProtKB:P41891
SPCC830.05c	UniProtKB:Q9UU94
SPCC1183.07	UniProtKB:O74835
SPBC14F5.05c	UniProtKB:O60198
SPCC1322.11	UniProtKB:O42867
SPCC18.15	UniProtKB:O74865
SPBC26H8.13c	UniProtKB:Q9P7Z8
SPCC330.01c	UniProtKB:P79051
SPAC30.01c	UniProtKB:Q9P7V5
SPAC22A12.12c	UniProtKB:O13903
SPCC4B3.10c	UniProtKB:Q9USK0
SPAC869.07c	UniProtKB:Q9URZ0
SPCC1902.02	UniProtKB:Q9Y7P6
SPAC1687.07	UniProtKB:O14068
SPBC4.01	UniProtKB:Q9USS9
SPBC1703.01c	UniProtKB:Q9P7W9
SPBC405.04c	UniProtKB:O94655
SPAC22E12.06c	UniProtKB:Q10359
SPAC1786.03	UniProtKB:O13961
SPBC119.18	UniProtKB:Q96VG1
SPAC6G10.10c	UniProtKB:O14256
SPAC4F8.07c	UniProtKB:P50521
SPBC16C6.03c	UniProtKB:O42927
SPAC4F8.04	UniProtKB:O14180
SPAC767.01c	UniProtKB:Q9URZ5
SPBC1289.09	UniProtKB:O94618
SPBC23E6.02	UniProtKB:O60177
SPBC19C2.14	UniProtKB:Q9UUC6
SPBC14F5.04c	UniProtKB:O60101
SPAC1D4.08	UniProtKB:Q10153
SPAC27E2.09	UniProtKB:O14002
SPAC23C4.18c	UniProtKB:P32372
SPBC428.19c	UniProtKB:O94365
SPAC9.03c	UniProtKB:Q9UT24
SPCC364.02c	UniProtKB:O59793
SPAC23H4.16c	UniProtKB:O13957
SPBC19C7.07c	UniProtKB:O60156
SPBC17D11.03c	UniProtKB:O74758
SPBC146.10	UniProtKB:Q9Y801
SPBC32F12.10	UniProtKB:O74374
SPBC119.08	UniProtKB:Q92398
SPAC1786.02	UniProtKB:Q9UTH5
SPCC1020.06c	UniProtKB:O42700
SPAC25G10.06	UniProtKB:Q10421
SPCC18B5.01c	UniProtKB:P41820
SPBC1348.01	UniProtKB:Q9P3V9
SPAPB8E5.07c	UniProtKB:Q9C0X8
SPAC17C9.14	UniProtKB:Q10485
SPBC11B10.10c	UniProtKB:P48003
SPBPB7E8.01	UniProtKB:Q9C0V5
SPAC30D11.10	UniProtKB:P36592
SPAC3F10.02c	UniProtKB:P47946
SPBC776.17	UniProtKB:O94683
SPBC29A10.05	UniProtKB:P53695
SPAPB1E7.06c	UniProtKB:Q9C103
SPCC24B10.20	UniProtKB:Q9P7I6
SPBC25H2.16c	UniProtKB:P87157
SPBC16A3.18	UniProtKB:O42923
SPAC57A10.14	UniProtKB:Q5FC18
SPBC839.14c	UniProtKB:Q9P7Z3
SPCC18B5.11c	UniProtKB:Q09170
SPBC83.01	UniProtKB:O94685
SPCC330.04c	UniProtKB:O74876
