SPAC22H10.13	YOR031W
SPAC6F12.02	YDR216W|YML081W
SPBC11B10.05C	NONE
SPBC211.01	YDR041W
SPCC1753.05	NONE
SPAC19G12.07C	NONE
SPCC1281.05	YMR091C
SPAC1F3.07C	YLR033W
SPBC1734.15	YKR008W
SPBC4B4.03	YGR056W|YLR357W
SPAC56F8.09	YDR083W
SPBC115.01C	YGR095C
SPAC22F8.09	YPL146C
SPBC336.09C	YJL025W
SPAC29A4.10	YLR141W
SPAC18G6.11C	YKL125W
SPBC725.17C	YML043C
SPAC22E12.08	YBL025W
SPCC338.11C	YBR271W
SPAC2G11.12	YMR190C
SPBC23G7.12C	YGL048C
SPAC3A11.12C	YOR117W
SPCC1682.16	YOR259C
SPCC576.10C	YDR394W
SPBC4.07C	YDL007W
SPBC16C6.07C	YKL145W
SPBC29A3.12	YBR189W|YPL081W
SPAC24H6.07	YBR189W|YPL081W
SPAC521.05	YBL072C|YER102W
SPAC2C4.16C	YBL072C|YER102W
SPAC18G6.14C	YNL096C|YOR096W
SPAPB1E7.12	YBR181C|YPL090C
SPAC13G6.07C	YBR181C|YPL090C
SPAC328.10C	YJR123W
SPAC8C9.08	YJR123W
SPAC959.07	YHR203C|YJR145C
SPBC21B10.10	YHR203C|YJR145C
SPBC19F8.08	YHR203C|YJR145C
SPBC19G7.03C	YLR287C-A|YOR182C
SPAC19B12.04	YLR287C-A|YOR182C
SPBC16G5.14C	YNL178W
SPBC1685.09	YDL061C|YLR388W
SPCC285.15C	YLR264W|YOR167C
SPAC25G10.06	YLR264W|YOR167C
SPBC1685.10	YHR021C|YKL156W
SPAC1805.11C	YER131W|YGL189C
SPAC806.03C	YER131W|YGL189C
SPAC694.05C	YGR027C|YLR333C
SPBC3D6.15	YGR027C|YLR333C
SPBC17G9.07	YER074W|YIL069C
SPAC17G6.06	YER074W|YIL069C
SPBP4H10.13	YGR118W|YPR132W
SPAC23C11.02C	YGR118W|YPR132W
SPAC5D6.01	YJL190C|YLR367W
SPAC22A12.04C	YJL190C|YLR367W
SPBC18E5.06	YJL136C|YKR057W
SPCC576.09	YHL015W
SPCC576.08C	YGL123W
SPBC649.02	YNL302C|YOL121C
SPBC21C3.13	YNL302C|YOL121C
SPCC1259.01C	YDR450W|YML026C
SPBC16D10.11C	YDR450W|YML026C
SPCC24B10.09	YDR447C|YML024W
SPBC839.05C	YDR447C|YML024W
SPAC664.04C	YDL083C|YMR143W
SPBC18H10.14	YDL083C|YMR143W
SPAC1071.07C	YOL040C
SPCC1393.03	YOL040C
SPBC18H10.13	YCR031C|YJL191W
SPAC3H5.05C	YCR031C|YJL191W
SPAC6F6.07C	YDR064W
SPBC1685.02C	YOR369C
SPCC962.04	YOR369C
SPAC144.11	YBR048W|YDR025W
SPAC31G5.03	YBR048W|YDR025W
SPAC22H12.04C	YLR441C|YML063W
SPAC13G6.02C	YLR441C|YML063W
SPBP22H7.08	YMR230W|YOR293W
SPAC31G5.17C	YMR230W|YOR293W
SPAPJ698.02C	YGR214W|YLR048W
SPBC685.06	YGR214W|YLR048W
SPAC1071.08	YDR382W|YOL039W
SPBC23G7.15C	YDR382W|YOL039W
SPBP8B7.06	YDR382W|YOL039W
SPCP1E11.09C	YDL081C|YDL130W
SPBC3B9.13C	YDL081C|YDL130W
SPAC644.15	YDL081C|YDL130W
SPCC18.14C	YLR340W
SPAC607.05	YDR427W
SPCC1682.10	YOR261C
SPBC582.07C	YPR108W
SPAC23G3.11	YDL097C
SPAPB8E5.02C	YDL147W
SPAC1420.03	YDL147W
SPBC119.01	YER021W
SPBC17D11.07C	YIL075C
SPBC16G5.01	YFR052W
SPAC31G5.13	YFR004W
SPAC637.10C	YHR200W
SPCC613.06	YGL147C|YNL067W
SPAC4G9.16C	YGL147C|YNL067W
SPBC839.04	YFR031C-A|YIL018W
SPBC2F12.07C	YFR031C-A|YIL018W
SPAC1F7.13C	YFR031C-A|YIL018W
SPBC29A3.04	YHL033C|YLL045C
SPAC664.06	YGL076C|YPL198W
SPAC3H5.07	YGL076C|YPL198W
SPBC18H10.12C	YGL076C|YPL198W
SPCC622.18	YLR448W|YML073C
SPBC11C11.09C	YPL131W
SPAC3H5.12C	YPL131W
SPAC1687.06C	NONE
SPBC83.02C	YJR094W-A|YPR043W
SPBC800.04C	YJR094W-A|YPR043W
SPAC3F10.18C	YDL133C-A|YDL184C
SPAC3G6.13C	YDL133C-A|YDL184C
SPBP8B7.03C	YBR031W|YDR012W
SPBC1711.06	YBR031W|YDR012W
SPCC663.04	YJL189W
SPAC30D11.12	YLR325C
SPBC577.02	YLR325C
SPAPB17E12.05	YDR500C|YLR185W
SPCC1223.05C	YDR500C|YLR185W
SPBC1921.01C	YDR500C|YLR185W
SPAC15E1.03	YHR141C|YNL162W
SPBC405.07	YMR194W|YPL249C-A
SPCC970.05	YMR194W|YPL249C-A
SPCP31B10.08C	YOR234C|YPL143W
SPCC613.05C	YDL136W|YDL191W
SPCC1322.15	YER056C-A|YIL052C
SPAC23A1.08C	YER056C-A|YIL052C
SPAC3H5.10	YBL092W
SPBC16C6.11	YBL092W
SPAC890.08	YDL075W|YLR406C
SPAPB8E5.06C	YOR063W
SPAC17A5.03	YOR063W
SPAC1250.05	YGL030W
SPAC9G1.03C	YGL030W
SPBC776.01	YFR032C-A
SPCC5E4.07	YGL103W
SPBC776.11	YGL103W
SPCC74.05	YDR471W|YHR010W
SPBC685.07C	YDR471W|YHR010W
SPBC29B5.03C	YGR034W|YLR344W
SPBC4F6.04	YOL127W
SPBC106.18	YOL127W
SPAC22E12.13C	YGL031C|YGR148C|YLR009W
SPCC330.14C	YGL031C|YGR148C|YLR009W
SPAC6G9.09C	YGL031C|YGR148C|YLR009W
SPCC1322.11	YBL087C|YER117W
SPAC3G9.03	YBL087C|YER117W
SPAC11E3.15	YFL034C-A|YLR061W
SPAC959.08	YBR191W|YPL079W
SPBC365.03C	YBR191W|YPL079W
SPAC26A3.04	YMR242C|YOR312C
SPAC3A12.10	YMR242C|YOR312C
SPCC1682.14	YBL027W|YBR084C-A
SPBC56F2.02	YBL027W|YBR084C-A
SPAPB17E12.13	YNL301C|YOL120C
SPBC11C11.07	YNL301C|YOL120C
SPCC364.03	YJL177W|YKL180W
SPBC2F12.04	YJL177W|YKL180W
SPBC2G2.05	YIL133C|YNL069C
SPAC23A1.11	YIL133C|YNL069C
SPBC839.13C	YIL133C|YNL069C
SPAC1783.08C	YLR029C|YMR121C
SPCC576.11	YLR029C|YMR121C
SPAC1805.13	YHL001W|YKL006W
SPAC664.05	YDL082W|YMR142C
SPCC31H12.04C	YDR418W|YEL054C
SPCC16C4.13C	YDR418W|YEL054C
SPBC17G9.10	YGR085C|YPR102C
SPAC26A3.07C	YGR085C|YPR102C
SPBC30D10.18C	YGL135W|YPL220W
SPCC1183.08C	YGL135W|YPL220W
SPAP7G5.05	YLR075W
SPBC18E5.04	YLR075W
SPCC18.07	YDL150W
SPBC1289.07C	YPR110C
SPCC330.13	YKR025W
SPCC290.02	YNR003C
SPBC839.12	YNL151C
SPBC2G5.07C	YKL144C
SPAC4G9.08C	YOR207C
SPAC1687.01	YNL113W
SPAPB1E7.10	YJL011C
SPAC22A12.05	YDR045C
SPBC19C2.03	YHR143W-A
SPBC651.08C	YOR116C
SPAPYUG7.04C	YGL070C
SPBC14C8.12	YOR224C
SPACUNK4.06C	YDR404C
SPCC1020.04C	YPR187W
SPAC23C4.15	YBR154C
SPBC337.14	YJL140W
SPCC1442.10C	YIL021W
SPAC23G3.01	YOR151C
SPAC3A12.07	YOL005C
SPAC1B3.12C	YOR210W
SPBC28F2.12	YDL140C
SPAC2F3.03C	YNL248C
SPBC3B9.07C	YOR340C
SPBC11G11.05	YJL148W
SPBP23A10.07	YPR010C
SPCC1259.03	YJR063W
SPCC1450.05C	YBL093C
SPAC3G6.04	YNL175C
SPBC336.06C	YMR234W
SPCC613.04C	YOR035C
SPAC4F8.13C	YPL242C
SPCC757.09C	YBR233W
SPAC22E12.07	YMR235C
SPBC8D2.10C	NONE
SPAC890.07C	YBR034C
SPAC26A3.03C	YPL024W
SPBC1685.11	NONE
SPAC926.03	YPR188C
SPBC16H5.06	YEL024W
SPCC11E10.08	NONE
SPAC6F6.17	YBR275C
SPBC1709.12	NONE
SPCC330.02	YJR052W
SPAC18B11.07C	YGL058W
SPAC20H4.07	YDR004W
SPAC3C7.03C	YDR076W
SPAC15A10.03C	YGL163C
SPAC644.14C	YER095W
SPCC4G3.10C	YDR314C|YER162C
SPAC12B10.12C	YDR314C|YER162C
SPCP25A2.02C	YJR035W
SPBC2D10.12	YEL037C
SPBC1734.06	YCR066W
SPCC330.01C	YBR114W
SPBC649.03	YMR201C
SPAC20H4.11C	YPR165W
SPAC16A10.04	NONE
SPAC23C4.08	YIL118W
SPAC16.01	YNL090W
SPAC1F7.04	YPR165W
SPBC428.16C	YCR027C
SPAC22F3.12C	YLR452C
SPCC645.06C	YLR425W
SPAC1006.06	YGR070W|YLR371W
SPCC645.07	YGR070W|YLR371W
SPAC1952.16	NONE
SPAC13A11.01C	YFL047W
SPBC23G7.08C	YBR260C
SPBC354.13	NONE
SPBC17F3.01C	YDR389W|YOR134W
SPBC28E12.03	YDR379W|YOR127W
SPAC29A4.11	YDR379W|YOR127W
SPBC3F6.05	YDL240W
SPBC887.19	YBL020W
SPBC83.14C	YBR087W
SPAC1687.03C	YOL094C
SPAC27E2.10C	YNL290W
SPAC23D3.02	YJR068W
SPBC23E6.07C	YOR217W
SPAC1782.08C	YLR107W
SPAC12D12.09	YIL139C
SPAC688.10	YPL167C
SPCC576.07	YPL010W
SPCC285.08	YFR051C
SPAC22F3.09C	YDL056W
SPBC725.16	YER111C
SPAC22E12.05C	YCL001W
SPBC2F12.11C	NONE
SPBC2D10.06	NONE
SPBC16E9.17C	NONE
SPBC29A10.14	YPR007C
SPCC1753.03C	YMR133W
SPBC21B10.12	NONE
SPBC577.05C	NONE
SPAC17A5.18C	NONE
SPAC1952.15C	NONE
SPBC1711.14	NONE
SPBC32F12.02	YGL213C
SPAC17A5.11	YHL022C
SPCC4E9.01C	NONE
SPAC25G10.04C	YLR263W
SPBC1198.11C	YBR049C|YDR026C
SPAC343.12	NONE
SPAC6F12.09	NONE
SPAC17H9.03C	YLR376C
SPAC22F3.03C	YBR073W
SPAC29B12.06C	YNL288W
SPAC23H4.18C	YOL133W
SPAC2C4.11C	YOR145C
SPAC6F6.06C	YLR084C
SPBC1105.10	YJR033C
SPAC17H9.09C	YNL098C|YOR101W
SPBC1778.02	YNL216W
SPBC19C2.05	YDR247W|YPL026C
SPBC21.05C	YGL197W
SPCC970.07C	NONE
SPCC613.12C	NONE
SPBC16A3.05C	YER107C
SPAC664.07C	YPL194W
SPAC13G6.01C	YLR032W
SPBC1921.02	NONE
SPAC1556.01C	YNL250W
SPAC23C4.18C	YJL090C
SPAC13C5.07	YMR224C
SPAC4C5.04	YPR180W
SPBC216.05	YBR136W
SPAC9E9.08	YDR499W
SPAC17A2.13C	YDR099W|YER177W
SPAC8E11.02C	YDR099W|YER177W
SPAC30D11.10	YML032C
SPCC338.17C	YDL003W
SPAC3G6.06C	YKL113C
SPAC14C4.13	YER173W
SPCC970.01	YPL022W
SPAC1D4.12	YER171W
SPBC3E7.08C	YGR258C
SPAC1952.07	YOR368W
SPCC1682.01	YGR183C
SPAC1782.07	YJL166W
SPCC737.02C	YDR529C
SPBC16C6.08C	YFR033C
SPCC613.10	YPR191W
SPBP4H10.08	YHR001W-A
SPBP23A10.15C	YBL045C|YLR163C
SPAC57A7.08	YDR436W|YML016C|YPL179W
SPBC17G9.11C	YBR218C|YGL062W
SPAC11E3.09	YDL230W
SPAC19D5.01	YER075C|YOR208W
SPAC26F1.10C	YER075C|YOR208W
SPAC4H3.10C	YAL038W|YOR347C
SPAC22F8.02C	NONE
SPBC1921.06C	NONE
SPAC27E2.07	NONE
SPAC8F11.10C	NONE
SPBC887.11	YGL063W|YPL212C
SPCC126.03	YGL063W|YPL212C
SPBC19F5.01C	NONE
SPBC16E9.11C	YER125W
SPAC1805.15C	YER125W
SPAC11G7.02	YER125W
SPAC4A8.13C	YPR103W
SPAC13F5.02C	YMR227C
SPBC1604.21C	YKL210W
SPAC19D5.04	YDR457W
SPBC3D6.05	YOR311C
SPBC609.02	YNL128W
SPAC4A8.03C	YCR079W
SPAC2G11.07C	YBL056W|YER089C
SPCC1223.11	YBL056W|YER089C
SPCC4F11.02	YDL006W
SPAC167.02	YPR176C
SPCC825.03C	YMR183C|YPL232W
SPAC1002.13C	YIL123W|YJL116C|YKR042W|YNL066W
SPBC1734.16C	YOL004W
SPAC23C11.15	YOL004W
SPBC12C2.10C	YOL004W
SPAC110.04C	YBR169C|YPL106C
SPAC1006.01	YEL060C
SPAC22A12.01C	YMR137C
SPAC10F6.09C	YJL074C
SPBC29A10.04	YFL008W
SPCC4G3.08	YBR028C
SPCC830.07C	YNL007C
SPBC409.20C	YDL212W
SPBC725.13C	YJL072C
SPAC17H9.20	YIL026C
SPAC4G8.13C	YNL027W
SPAC29A4.18	YEL056W
SPAC4A8.14	YBL068W|YER099C|YHL011C|YKL181W|YOL061W
SPAC8C9.14	YGL206W|YHR206W|YOR140W
SPBP22H7.07	YPL151C
SPCC188.11	YAL032C
SPBC16H5.10C	YGL120C
SPAC4D7.13	YKL012W
SPCC777.14	NONE
SPBC4B4.09	YML046W
SPBC119.13C	YGR091W
SPAC29E6.02	YDR473C
SPCC63.11	YDR243C
SPAC10F6.02C	YER013W
SPBC146.07	YKL074C
SPAC29A4.08C	YLL036C
SPCC126.14	YGR006W
SPBC6B1.10	YDR364C
SPBC1711.17	YKR086W
SPAPJ698.03C	YML049C
SPCC10H11.01	YBR237W
SPAC27F1.09C	YMR288W
SPBC6B1.07	YBR055C
SPAC821.11	YOR323C
SPAC2G11.11C	YKL078W
SPAC21E11.04	NONE
SPAC23H4.02	NONE
SPAC22G7.08	YDL025C|YDL214C|YNL183C|YOR267C
SPAC16C9.07	NONE
SPAC167.01	YHR079C
SPCP1E11.02	YBR059C|YIL095W|YNL020C
SPCC63.08C	YGL180W
SPCC417.06C	YGR092W|YPR111W
SPCC162.10	NONE
SPBP23A10.10	YGL083W
SPBC725.06C	YFL033C
SPBC6B1.02	YBR059C|YIL095W|YNL020C
SPAC15A10.13	YOR112W
SPBC557.04	YBR059C|YIL095W|YNL020C
SPBC337.04	YKL116C
SPBC336.14C	YKL025C
SPBC32C12.03C	NONE
SPBC21.07C	NONE
SPBC18H10.15	NONE
SPBC1861.09	YCR091W|YNR047W
SPBC1778.10C	YDR490C|YOL100W
SPAC12B10.14C	YHL007C
SPBC119.07	YBR097W
SPAPB18E9.02C	YFL033C
SPAC890.03	YPL150W
SPAC823.03	YJL141C
SPAC4G8.05	YCR091W|YNR047W
SPAC3H1.13	YPL236C
SPAC2C4.14C	YDR523C
SPAC110.01	YOR233W|YPL141C
SPBC28F2.03	YDR155C
SPCC1739.12	YDL047W|YDR075W
SPBP4H10.04	YLR433C|YML057W
SPBC16H5.07C	YDL134C|YDL188C
SPAC823.15	YDL134C|YDL188C
SPAC26H5.06	NONE
SPBC21B10.05C	YNL006W
SPAC4D7.03	YFL009W
SPBC1718.01	YFL009W
SPAC2F7.03C	NONE
SPBC14C8.14C	YEL055C
SPAC2F7.06C	YCR014C
SPAC3H5.06C	YNL102W
SPBC3H7.06C	YBR280C
SPAC17G6.17	NONE
SPCC1827.08C	YLR097C
SPCC18.04	YJL204C
SPAC6F6.02C	YDR306C
SPBC29A3.08	YNL230C
SPCC338.16	YOR080W
SPBC25B2.11	YJR090C
SPAC13D6.01	NONE
SPBC1271.01C	NONE
SPBC56F2.01	NONE
SPAC29E6.01	NONE
SPBC1703.06	YML088W
SPAC57A10.05C	YIL046W
SPBC1289.04C	YBL085W|YER114C
SPAC17C9.08	YJL208C
SPAC23C11.04C	YMR156C
SPBC1709.11C	YHR090C|YNL097C|YOR064C
SPAC3G9.08	YHR090C|YNL097C|YOR064C
SPBC365.06	YDR510W
SPBC19C2.02	NONE
SPAC19G12.02C	YNL082W
SPBC31E1.02C	YGL167C
SPCC1183.09C	YDR276C
SPBC713.11C	YDR276C
SPBC1685.01	YIL113W|YNL053W
SPAC1834.06C	YKL189W
SPAC1556.07	YFL045C
SPBC119.08	YHR030C
SPBC776.18C	YDR460W
SPCC663.03	YKL209C
SPAC1002.15C	YHR058C
SPBC1105.06	YOR174W
SPAC17C9.05C	NONE
SPAC2F7.04	NONE
SPBC1A4.10C	YLR071C
SPCC1020.01C	YPL036W
SPAC1071.10C	YGL008C
SPAC9E9.11	YPR127W
SPAC23C11.16	YMR001C
SPAC1687.05	YDR409W|YOR156C
SPBC776.14	YNR008W
SPBC106.11C	NONE
SPAC22F8.11	YPL268W
SPAC1A6.04C	YMR006C|YMR008C|YOL011W
SPBC646.04	YKR002W
SPBC543.03C	YMR106C
SPCC126.02C	YMR284W
SPAC3A11.14C	YPR141C
SPAC1F7.03	YAL053W|YGL139W|YOR365C|YPL221W
SPBC106.10	YJL164C|YKL166C|YPL203W
SPAC3C7.06C	YJL106W
SPCC16C4.03	YJR017C
SPBC557.03C	YGL097W
SPAC458.05	YLR240W
SPAC22E12.16C	YNL267W
SPBC336.15	YBR156C
SPAC32A11.03C	NONE
SPBC11B10.10C	YOL012C
SPBC3B8.02	YOR358W
SPAC23C11.08	YBL021C
SPBC725.11C	YGL237C
SPBC428.03C	YAR071W|YBR092C|YBR093C|YDL024C|YHR215W
SPBC15D4.15	YDL236W
SPBP4G3.02	YAR071W|YBR092C|YBR093C|YDL024C|YHR215W
SPAC30D11.08C	NONE
SPCC4G3.07C	NONE
SPBC17A3.07	YPL091W
SPBC16D10.03	YKR038C
SPCC1259.10	YDL104C
SPBC14F5.04C	YCR012W
SPBC1604.05	YBR196C
SPAC12G12.14C	YNL317W
SPBC16H5.02	YGR240C|YMR205C
SPBC887.14C	YHR031C|YML061C
SPAC17D4.01	YDR142C
SPBC725.07	YDR244W|YMR018W
SPBC582.09	YOL147C
SPAC17G6.08	YDR323C
SPCC790.02	YLR148W
SPBC31E1.04	YOR036W
SPBC16C6.06	YBL017C|YIL173W|YJL222W|YNR065C
SPBC543.07	YOR231W|YPL140C
SPCC16C4.11	YPL031C
SPAC27F1.08	YHR050W|YLR034C|YOL122C
SPAC110.02	YMR076C
SPCC1235.08C	YOL107W
SPBC30D10.13C	YBR221C
SPAC26F1.03	YER178W
SPAC3A11.08	NONE
SPAC644.04	YMR180C|YPL228W
SPAC11E3.03	YCR086W
SPAC21E11.03C	NONE
SPAC6G9.06C	YDR356W
SPBC16D10.09	YBR088C
SPCC330.10	YBR236C
SPBC12D12.04C	YBL105C
SPAC17G8.14C	YBL105C
SPBC32F12.06	YLR226W
SPAC1556.04C	YLR245C
SPBC17A3.10	YDR265W
SPAC19E9.03	YHR071W
SPAC6F12.12	YOR014W
SPCC188.02	YOR014W
SPAC1783.07C	YML007W
SPAC167.04	YKR065C
SPAC22F8.06	YBL041W
SPCP1E11.04C	YDR348C
SPAC31G5.11	YEL007W|YHR177W
SPBC119.11C	YMR239C
SPBC16E9.12C	YIR001C
SPAC227.07C	YGL190C
SPAP8A3.09C	YAL016W
SPAC1F12.02C	YKL056C
SPBP4H10.03	YER154W
SPAC9G1.04	YER154W
SPAC24C9.14	YFL044C
SPAC3H1.01C	YLL004W
SPBC2A9.12	YHR118C
SPBC646.14C	YNL261W
SPBP23A10.13	YPR162C
SPBC685.09	YBR060C
SPBC29A10.15	YML065W
SPAC821.12	YNL161W
SPAC27D7.04	YHL018W
SPAP14E8.04	YKR087C
SPBC16C6.09	YJR143C
SPAPB1E7.09	YAL023C|YGR199W|YOR321W
SPAC22A12.07C	YDL093W|YDL095W
SPBC6B1.08C	YER049W
SPAC1006.05C	YGL038C|YJR075W
SPCC16A11.10C	YNL111C
SPBC15C4.01C	YJR088C
SPCC1020.10	YDL025C|YDL214C|YNL183C|YOR267C
SPAC3C7.14C	YBR052C|YCR004C|YDR032C
SPAC3G9.02	YKL055C
SPBP8B7.11	YNR051C
SPAC15F9.03C	YER009W
SPAPB1A10.03	YKL186C
SPBC31F10.09C	YPR168W
SPBC17G9.04C	YJR042W
SPCC18B5.07C	YLR335W
SPAC22G7.09C	YGL172W
SPBC19G7.15	YGR119C
SPAC19E9.01C	YDL088C|YMR153W
SPCC162.08C	YKR095W
SPCC290.03C	YJL039C
SPAP27G11.10C	YML103C
SPAC23D3.06C	YDR192C|YIL115C
SPAC1805.04	YKR082W
SPBP35G2.06C	YKR082W
SPAC30D11.04C	YOR098C
SPBC3B9.16C	YKL057C
SPBC428.01C	YDL116W
SPAC27F1.04C	YOL069W
SPAC17C9.01C	YBL084C
SPBC4C3.05C	YOR341W
SPBC660.07	YBR001C|YDR001C
SPAC30D11.07	YAL015C|YOL043C
SPCC4B3.04C	YML059C
SPBC23E6.03C	YJR062C
SPAC26A3.15C	YJL041W
SPAC11E3.08C	YER038C
SPBC651.10	YML023C
SPBC20F10.04C	YDL105W
SPCC645.04	YDR288W
SPAC16A10.06C	YEL019C
SPCC550.05	YLR007W
SPBC16A3.07C	YNR009W
SPBC21B10.04C	YER072W
SPAC2F7.11	YPL184C
SPCC1739.14	YFR002W
SPBC1711.10C	YBR170C
SPAC6G9.02C	YJL010C
SPAC16E8.06C	YOL041C
SPAP27G11.13C	YHR072W-A
SPAC8F11.09C	YLR285W
SPAC29E6.04	YJR112W
SPCC1223.02	YDL244W|YFL058W|YJR156C|YNL332W
SPBC23G7.04C	YBR007C
SPCC1884.02	NONE
SPAC1782.10C	YDL208W
SPBP4H10.20	YLR270W|YOR173W
SPBC21D10.11C	YCL017C
SPBC32H8.02C	YPL020C
SPBC12D12.08C	YDR139C
SPAC1952.13	YMR165C
SPAC806.07	YKL067W
SPBC11C11.03	YIL144W
SPBC26H8.07C	YFL037W
SPBC16A3.15C	YML085C|YML124C
SPAC18B11.04	YDR373W
SPBC6B1.09C	YDR369C
SPBC2D10.11C	YKR048C
SPBC17F3.02	YHR102W
SPAC4A8.05C	YHR023W
SPCC1919.10C	YAL029C|YOR326W
SPBC2D10.14C	YAL029C|YOR326W
SPCC645.05C	YHR023W
SPBC146.13C	YKL129C|YMR109W
SPAC26A3.02	NONE
SPAC3A11.06	YMR004W
SPCC4G3.05C	YDR386W
SPAC1610.04	NONE
SPBC146.11C	NONE
SPAC6G9.04	NONE
SPBC4B4.10C	YPL149W
SPAC25H1.03	NONE
SPBC146.10	YDR262W
SPAC14C4.08	NONE
SPAC343.07	NONE
SPBC1773.09C	NONE
SPAC823.16C	YFR021W
SPCC1682.03C	NONE
SPCC1235.12C	NONE
SPBC3H7.09	YLR246W
SPCC16C4.17	NONE
SPCC645.11C	NONE
SPCC11E10.03	YMR294W
SPAC56F8.08	YER143W
SPBP19A11.03C	YHR027C
SPBC902.06	NONE
SPCC417.07C	NONE
SPAC3G9.13C	YDR268W
SPAC17G8.13C	YBL052C|YBL052C
SPAC637.12C	YOR244W
SPBC1718.06	YOR211C
SPCC285.16C	YDR097C
SPAC8F11.03	YCR092C
SPBC19G7.01C	YOL090W
SPAC13F5.01C	YHR120W
SPAC343.11C	NONE
SPAC13G7.13C	YHL024W
SPCC16A11.11	YKL138C
SPBC1105.03C	YBL038W
SPAC31A2.03	YDL202W
SPAC24C9.10C	YHL004W
SPAC31A2.08	YDR405W
SPAC24C9.13C	YDL045W-A
SPAC694.06C	YCL061C
SPAC18G6.07C	YLR186W
SPBC725.02	YDL235C
SPBC106.01	YDL028C
SPCC1906.01	YDL055C
SPAC4F10.13C	YBR172C|YPL105C
SPBP19A11.04C	YIL129C
SPCC63.04	NONE
SPBC16D10.05	NONE
SPBC32H8.13C	NONE
SPAC1527.01	NONE
SPCC1840.01C	YJR074W
SPAC637.07	NONE
SPBC530.04	NONE
SPAC821.07C	NONE
SPCC970.04C	YFL034C-B
SPBC428.13C	YIL106W
SPAC15E1.07C	NONE
SPAC513.05	YGL156W
SPAC2E1P5.01C	YJR131W
SPAC23A1.04C	YHR204W
SPCC338.05C	YGL087C
SPAC1039.10	YER057C|YIL051C
SPBC2G2.04C	YER057C|YIL051C
SPAC30C2.02	YJR070C
SPBC1D7.04	YDR381W
SPBC4.05	NONE
SPBC1703.04	YMR167W
SPAC1F3.02C	YJL095W
SPAC1687.20C	YLR381W
SPAC31A2.05C	YDR180W
SPBC25B2.05	YCL059C
SPCC970.12	NONE
SPBC21.01	NONE
SPCC1672.10	NONE
SPBP22H7.09C	YDR254W
SPAC688.02C	YPL233W
SPBC409.09C	YIR010W
SPBC409.04C	YAL034W-A
SPAC57A7.11	YHR186C
SPBC660.14	YJL187C
SPAPYUG7.03C	YJR092W
SPBC27.06C	YPL098C
SPBC1198.12	YGL003C
SPBPJ4664.03	NONE
SPAC513.03	NONE
SPAPB8E5.05	NONE
SPAC9.05	YIR002C
SPBC1921.03C	YPL169C
SPCC550.10	NONE
SPBC16A3.13	NONE
SPBC428.07	NONE
SPAC3A12.03C	NONE
SPAC1A6.06C	NONE
SPAC25H1.05	NONE
SPCC1259.14C	NONE
SPAC6B12.16	NONE
SPBC27.03	NONE
SPCC613.11C	NONE
SPBC19F8.06C	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YGR191W|YKR039W|YOL020W
SPAC1556.06	NONE
SPBC409.11	NONE
SPBC14C8.05C	YIL099W
SPCPJ732.03	NONE
SPBC1347.03	NONE
SPAC222.15	YGL033W
SPCC1223.12C	YBR078W|YCL048W|YDR055W|YDR522C
SPAC1556.06	NONE
SPAC56F8.10	YGL125W
SPBC56F2.11	YNL277W
SPAC9.09	YER091C
SPAC13G7.06	YPR167C
SPAC1782.11	YKL001C
SPAC343.10	YPL023C
SPAC5D6.08C	NONE
SPBC28F2.02	YOR091W
SPAC869.07C	MEL1|MEL2|MEL5|MEL6
SPAC14C4.03	YOR351C
SPBC32H8.11	YCR065W
SPBC119.04	NONE
SPAC27D7.03C	NONE
SPBC21.04	YBR193C
SPBC14F5.08	YOL135C
SPCP31B10.03C	YGL127C
SPAC3H1.04C	YHR194W|YOR147W
SPBC28F2.06C	YOL009C
SPAC17H9.17C	YAL010C
SPBC9B6.09C	YLR188W|YPL270W
SPCC320.07C	YDL224C|YNL197C
SPAC15A10.10	NONE
SPAC25H1.09	NONE
SPBC6B1.04	NONE
SPBC8D2.19	YJL106W
SPBC31F10.08	NONE
SPAC17A5.04C	NONE
SPAC16E8.05C	NONE
SPBC887.10	YLR006C
SPBP16F5.02	YPR025C
SPAC13A11.03	YGL183C
SPAC12G12.04	YLR259C
SPBC582.06C	NONE
SPBC216.02	YDR150W
SPBC16E9.08	NONE
SPAC1006.04C	NONE
SPCC1682.08C	NONE
SPAC1687.10	NONE
SPBC25D12.03C	YBR202W
SPBC211.04C	YGL201C
SPAC1B2.05	YLR274W
SPCC1682.02C	YEL032W
SPBC4.04C	YBL023C
SPAPB1E7.02C	YPR135W
SPBC317.01	YBR182C|YPL089C
SPBC19G7.06	YMR042W|YMR043W
SPBC23G7.17C	NONE
SPBC1711.01C	NONE
SPBC23G7.09	NONE
SPBC1711.02	NONE
SPBC21D10.06C	NONE
SPAC3F10.10C	YKL178C
SPCC1795.06	NONE
SPAC11E3.06	YMR042W|YMR043W
SPAC10F6.12C	YDR410C
SPAP11E10.02C	NONE
SPAC11H11.04	YFL026W
SPBC25B2.02C	YKL209C
SPAC18G6.15	YER016W
SPAC25B8.14	YDR318W
SPBC1683.07	YBR299W|YGR287C|YGR292W|YIL172C|YJL216C|YJL221C|YOL157C
SPCC74.06	NONE
SPAC27E2.09	NONE
SPAC222.06	YAL025C
SPBC1861.03	YEL053C
SPAC1834.08	NONE
SPAPB24D3.04C	YER142C
